ResourceID,brocade.id,card,order,source_field,Annotation,Annotation Language,Annotation Type
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Annotations,1,adm.note,De rol van baker werd door de actrice Lia Lee vertolkt.,Nederlands,remarks
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Annotations,3,note.lhherkomst,Ingeschreven op 04-08-2000.,Nederlands,provenance description
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,Annotations,4,note.lhherkomst,Niet ingeschreven gevonden.,Nederlands,provenance description
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Annotations,1,adm.note,"Decorontwerp uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",Nederlands,remarks
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,Annotations,3,note.lhherkomst,Ingeschreven op 07-08-2000.,Nederlands,provenance description
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Annotations,3,note.lhherkomst,Ingeschreven op 07-08-2000.,Nederlands,provenance description
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,Annotations,1,note.lhalg,"Links onderaan notitie :
_Een ballet wordt geboren_  
_idee en real. P.Deses_  
_Programma Ludo Bekkers_  
Rechts onderaan :
_Estercam Vic_  
",Nederlands,remarks
0946f068-5ab0-5558-bd03-4f927fba0f5e,tg:lhaq:8706,Annotations,3,note.lhherkomst,Niet ingeschreven gevonden.,Nederlands,provenance description
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,Annotations,3,note.lhherkomst,Ingeschreven op 07-08-2000.,Nederlands,provenance description
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,Annotations,3,note.lhherkomst,Ingeschreven op 07-08-2000.,Nederlands,provenance description
2a009e82-1442-52f3-bdde-255bd25a5b29,tg:lhaq:5122,Annotations,2,note.lhherkomst,niet ingeschreven gevonden,Nederlands,provenance description
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Annotations,1,adm.note,De rollen van de joffers werden  door de actrices Sonia Dooms en Wilma Geurts vertolkt.,Nederlands,remarks
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Annotations,3,note.lhherkomst,Ingeschreven op 04-08-2000.,Nederlands,provenance description
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Annotations,1,adm.note,De rol van Lady Macbeth werd door de actrice Jenny van Santvoort vertolkt.,Nederlands,remarks
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Annotations,3,note.lhherkomst,Ingeschreven op 07-08-2000.,Nederlands,provenance description
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Annotations,1,adm.note,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",Nederlands,remarks
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Annotations,3,note.lhherkomst,"N.i.g., 05-06-1991",Nederlands,provenance description
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Annotations,4,note.lhherkomst,Niet ingeschreven gevonden.,Nederlands,provenance description
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,Annotations,2,note.lhherkomst,"Mevr. Debois, 8-10-1948",Nederlands,provenance description
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Annotations,1,adm.note,De rol van de Majoor Paul Petkoff werd door de acteur Gaston Vandermeulen vertolkt.,Nederlands,remarks
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Annotations,3,note.lhherkomst,Ingeschreven op 07-08-2000.,Nederlands,provenance description
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,Annotations,2,note.lhherkomst,Jozef Ernest Buschmann,Nederlands,provenance description
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Annotations,3,note.lhherkomst,Ingeschreven op 30-06-06,Nederlands,provenance description
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,Annotations,1,note.lhherkomst,"Alfons Thijs, 18-10-1978",Nederlands,provenance description
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Annotations,1,adm.note,"Op de achterkant van het blad is een schets, een lijntekening in potlood voor een vrouwelijk kostuum.",Nederlands,remarks
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Annotations,3,note.lhherkomst,Ingeschreven op 29-02-1952.,Nederlands,provenance description
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,Annotations,4,note.lhherkomst,"Aankoop antiquariaat Marc Van de Wiele, Brugge.",Nederlands,provenance description
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,Annotations,2,note.lhherkomst,03-09-1989,Nederlands,provenance description
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Annotations,1,adm.note,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,Nederlands,remarks
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Annotations,2,note.lhherkomst,Ingeschreven op 30-10-1974.,Nederlands,provenance description
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,Annotations,1,adm.note,Op postkaart gestuurd aan Jef Alpaerts,Nederlands,remarks
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,Annotations,1,adm.note,De rol van Schwejk werd door de acteur Luc Philips vertolkt.,Nederlands,remarks
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,Annotations,2,note.lhherkomst,Ingeschreven op 07-08-2000.,Nederlands,provenance description
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Annotations,1,adm.note,De rol van de pooier Pier werd door de acteur Jo Coppens vertolkt.,Nederlands,remarks
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Annotations,3,note.lhherkomst,Ingeschreven op 04-08-2000.,Nederlands,provenance description
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,Annotations,3,note.lhherkomst,Ingeschreven op 04-08-2000.,Nederlands,provenance description
