ResourceID,brocade.id,card,order,source_field,Annotation,Annotation Language,Annotation Type
a043845f-7554-5ff0-9205-b645bb32caed,tg:lhdc:729,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
f90aee64-fa2e-5c5e-beca-16af546e9bdf,tg:lhdc:683,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
456fc8e4-524f-59bb-a7be-d14de36f2633,tg:lhdc:379,Annotations,1,note.lhalg,Getuigschrift van handelskorrespondent uitgereikt op 5 juni 1941.,Nederlands,remarks
4968b442-83f7-5ac9-8739-78a9594fbb21,tg:lhdc:545,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,tg:lhdc:1527,Annotations,1,adm.note,"R 704 / 36(13), 41 - 61",Nederlands,remarks
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,tg:lhdc:457,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
18b00813-7261-5cd6-8d04-d9cb327411af,tg:lhdc:441,Annotations,1,note.lhalg,"Fragment uit *Het Land van Hambeloke*, verschenen in het kerstnummer 1942 van *Nieuw Vlaanderen*.",Nederlands,remarks
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
a6d3c410-19c3-5418-a237-fb4ceae0256a,tg:lhdc:528,Annotations,1,note.lhalg,Met productiefiche,Nederlands,remarks
