ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
cf5b8d74-3704-5654-bfe1-59ffcfc8417d,tg:lhdc:449_#1,e22_Acquisitions,1,tr:lh:140219,"dlod={""name"":""Aankoop aantal stukken bij Léon Lemahieu"",""ark"":""ark:/24970/x0/9eee0ccb-a30e-57a1-b9f0-2d5e89ebe21a"",""uri"":""/repositories/11/accessions/19159"",""id"":""tr:lh:140219"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9eee0ccb-a30e-57a1-b9f0-2d5e89ebe21a
d337e789-0977-5a04-855e-90a0ae2c6eba,tg:lhdc:364_#1,e22_Acquisitions,1,tr:lh:126473,"dlod={""name"":""Archief van Prudens van Duyse"",""ark"":""ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f"",""uri"":""/repositories/11/accessions/10692"",""id"":""tr:lh:126473"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f
066cdd8b-f7c0-5549-b464-b44660f59ed2,tg:lhdc:316_#1,e22_Acquisitions,1,tr:lh:126473,"dlod={""name"":""Archief van Prudens van Duyse"",""ark"":""ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f"",""uri"":""/repositories/11/accessions/10692"",""id"":""tr:lh:126473"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f
d41aab7f-6a00-5b7e-a076-5452cc467b26,tg:lhdc:306_#1,e22_Acquisitions,1,tr:lh:126473,"dlod={""name"":""Archief van Prudens van Duyse"",""ark"":""ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f"",""uri"":""/repositories/11/accessions/10692"",""id"":""tr:lh:126473"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f
28467954-a4c4-5386-a97f-f8a0b241a88e,tg:lhdc:1509_#1,e22_Acquisitions,1,tr:lh:4825,"dlod={""name"":""Nalatenschap van Max Rooses"",""ark"":""ark:/24970/x0/58f73f54-a83c-5e90-8aa3-42c3e070b837"",""uri"":""/repositories/11/accessions/14421"",""id"":""tr:lh:4825"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/58f73f54-a83c-5e90-8aa3-42c3e070b837
9e3b5960-d92a-535a-b232-c0b1c02c58fa,tg:lhdc:4790_#1,e22_Acquisitions,1,tr:lh:3,"dlod={""name"":""Archief van Hendrik Conscience"",""ark"":""ark:/24970/x0/6ec1bd0e-906f-5dfa-823c-8de36cf5cdd0"",""uri"":""/repositories/11/accessions/16911"",""id"":""tr:lh:3"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6ec1bd0e-906f-5dfa-823c-8de36cf5cdd0
43f75eb6-9569-5be3-ad84-e0495f654d46,tg:lhdc:4780_#1,e22_Acquisitions,1,tr:lh:3,"dlod={""name"":""Archief van Hendrik Conscience"",""ark"":""ark:/24970/x0/6ec1bd0e-906f-5dfa-823c-8de36cf5cdd0"",""uri"":""/repositories/11/accessions/16911"",""id"":""tr:lh:3"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6ec1bd0e-906f-5dfa-823c-8de36cf5cdd0
35592d78-45ab-5cad-8967-769086ba0383,tg:lhdc:145_#1,e22_Acquisitions,1,tr:lh:7109,"dlod={""name"":""Maurits Bilcke"",""ark"":""ark:/24970/x0/ae45c87c-5d8c-51d4-87b4-13795b4d9c53"",""uri"":""/repositories/11/accessions/17217"",""id"":""tr:lh:7109"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ae45c87c-5d8c-51d4-87b4-13795b4d9c53
daca0db0-88ae-5b2d-a4a1-1bb30d7578a7,tg:lhdc:1640_#1,e22_Acquisitions,1,tr:lh:4825,"dlod={""name"":""Nalatenschap van Max Rooses"",""ark"":""ark:/24970/x0/58f73f54-a83c-5e90-8aa3-42c3e070b837"",""uri"":""/repositories/11/accessions/14421"",""id"":""tr:lh:4825"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/58f73f54-a83c-5e90-8aa3-42c3e070b837
4f4397f9-0b27-5c65-a6e7-c616f5c9f34d,tg:lhdc:380_#1,e22_Acquisitions,1,tr:lh:3204,"dlod={""name"":""Archief van Ernest Siems"",""ark"":""ark:/24970/x0/aa69a849-60c5-5107-822f-dab3a73bca01"",""uri"":""/repositories/11/accessions/16212"",""id"":""tr:lh:3204"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/aa69a849-60c5-5107-822f-dab3a73bca01
6ae39812-a140-5a80-ac14-a25a7880b294,tg:lhdc:1650_#1,e22_Acquisitions,1,tr:lh:4825,"dlod={""name"":""Nalatenschap van Max Rooses"",""ark"":""ark:/24970/x0/58f73f54-a83c-5e90-8aa3-42c3e070b837"",""uri"":""/repositories/11/accessions/14421"",""id"":""tr:lh:4825"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/58f73f54-a83c-5e90-8aa3-42c3e070b837
47e88cb6-d6e9-59a9-9de8-8ffe7aed1d40,tg:lhdc:251_#1,e22_Acquisitions,1,tr:lh:126473,"dlod={""name"":""Archief van Prudens van Duyse"",""ark"":""ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f"",""uri"":""/repositories/11/accessions/10692"",""id"":""tr:lh:126473"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f
309ac088-f53d-56f5-a219-73084796d8b3,tg:lhdc:329_#1,e22_Acquisitions,1,tr:lh:126473,"dlod={""name"":""Archief van Prudens van Duyse"",""ark"":""ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f"",""uri"":""/repositories/11/accessions/10692"",""id"":""tr:lh:126473"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f
9f7a390c-b00d-5c9b-8ea5-2748be7f79a5,tg:lhdc:339_#1,e22_Acquisitions,1,tr:lh:126473,"dlod={""name"":""Archief van Prudens van Duyse"",""ark"":""ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f"",""uri"":""/repositories/11/accessions/10692"",""id"":""tr:lh:126473"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/626f4bb2-6c7f-565e-9772-fd60af74363f
