ResourceID,brocade.id,card,order,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type
7fe3d7c5-906a-5b5e-ae1d-af35e81d5eca,tg:lhdc:451,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1163916,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
7fe3d7c5-906a-5b5e-ae1d-af35e81d5eca,tg:lhdc:451,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1163916,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
7fe3d7c5-906a-5b5e-ae1d-af35e81d5eca,tg:lhdc:451,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1163916,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
7fe3d7c5-906a-5b5e-ae1d-af35e81d5eca,tg:lhdc:451,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1163916,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
593aedb4-0ba0-5be3-8f2c-fe1385ba38a7,tg:lhhs:16329,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:13204504,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
593aedb4-0ba0-5be3-8f2c-fe1385ba38a7,tg:lhhs:16329,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:13204504,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
593aedb4-0ba0-5be3-8f2c-fe1385ba38a7,tg:lhhs:16329,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:13204504,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
593aedb4-0ba0-5be3-8f2c-fe1385ba38a7,tg:lhhs:16329,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:13204504,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
403445c4-8ca5-52e2-890c-5dcea632ffee,tg:lhhs:16339,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1092843,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
403445c4-8ca5-52e2-890c-5dcea632ffee,tg:lhhs:16339,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1092843,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
403445c4-8ca5-52e2-890c-5dcea632ffee,tg:lhhs:16339,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1092843,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
403445c4-8ca5-52e2-890c-5dcea632ffee,tg:lhhs:16339,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1092843,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
a70dd810-ef34-50b9-a28e-4998b638c6b8,tg:lhhs:19636,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6681177,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 539-540,Nederlands,remarks
a70dd810-ef34-50b9-a28e-4998b638c6b8,tg:lhhs:19636,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6681177,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 539-540,Nederlands,remarks
a70dd810-ef34-50b9-a28e-4998b638c6b8,tg:lhhs:19636,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6681177,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 539-540,Nederlands,remarks
a70dd810-ef34-50b9-a28e-4998b638c6b8,tg:lhhs:19636,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6681177,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 539-540,Nederlands,remarks
0a5d7c3c-50d7-5ee1-a3e4-45af48b61949,tg:lhhs:15963,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:655100,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
