ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
b4d8db6c-86c3-56c1-a9fc-f7d810c2a30d,tg:lhdc:598,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
66eb60de-24a9-5936-ac97-848778181837,tg:lhdc:21,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Schenking van Jules Baetes</p>
","<p>Schenking van Jules Baetes</p>
",Nederlands,remarks
b8067fd6-0786-57b9-9ff4-f5a24613e51d,tg:lhdc:588,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
f322e60c-9d30-5d98-9f5a-30e505829c5d,tg:lhdc:647,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
ad520e3c-7e1e-5350-8c8e-d273113013d9,tg:lhdc:521,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
79c11f91-a6c1-5532-93ef-2c527ca232cf,tg:lhdc:449,e73_AnnotationsImmaterial,1,note.lhalg,"<p>N.a.v.: Gerard Walschap, <em>Vaarwel dan</em>. Rotterdam: Nijgh &amp; Van Ditmar, 1940.</p>
","<p>N.a.v.: Gerard Walschap, <em>Vaarwel dan</em>. Rotterdam: Nijgh &amp; Van Ditmar, 1940.</p>
",Nederlands,remarks
47515aaa-5ae6-5418-86a7-1bcb50269606,tg:lhdc:4811,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Brevet met de aankondiging van zijn benoeming met de vermelding dat de insignes op komst zijn.</p>
","<p>Brevet met de aankondiging van zijn benoeming met de vermelding dat de insignes op komst zijn.</p>
",Nederlands,remarks
402f4dcc-d974-50d1-95e4-1e6da740a2ee,tg:lhdc:543,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
d7103d90-68da-5824-94e9-b32c208a81ad,tg:lhdc:625,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
4994984a-43e6-57b0-98e5-f55bb9ef4f18,tg:lhdc:838,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
f66aba15-19f5-5909-854e-fafd608dc6c7,tg:lhdc:53,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Prent gesign. l.m. &quot;J. Chéret&quot;; imp. Chaix, Paris</p>
<p>Schenking van Jules Baetes</p>
","<p>Prent gesign. l.m. &quot;J. Chéret&quot;; imp. Chaix, Paris</p>
<p>Schenking van Jules Baetes</p>
",Nederlands,remarks
482eff88-8e75-55c1-b9e7-737af52ad3a1,tg:lhdc:492,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
13f20457-b15c-568a-b0ce-2b01be178b99,tg:lhdc:43,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Gesign. r.o. &quot;A. Choubrac&quot;</p>
<p>Schenking van Jules Baetes</p>
","<p>Gesign. r.o. &quot;A. Choubrac&quot;</p>
<p>Schenking van Jules Baetes</p>
",Nederlands,remarks
eb950c24-0694-590e-af79-935bacca533d,tg:lhdc:678,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
9ad760d1-5511-5b07-88aa-6fcc838ca095,tg:lhdc:817,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
31d30d0b-ee3d-5af3-ad27-25e4d7a6446c,tg:lhdc:762,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
2d6a173c-554f-5f96-a53a-3f10c030e45a,tg:lhdc:772,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
db74dc3c-08e1-583d-bd7c-9e1cb69b0deb,tg:lhdc:101,e73_AnnotationsImmaterial,1,note.lhalg,"<p>De 4de jaargang werd heropgericht onder impuls van Kamiel Top, met de steun van de klasleraar Karel Jonckheere. Ook latere schrijvers als Roger Pieters en Carlos Braet debuteerden hier.</p>
","<p>De 4de jaargang werd heropgericht onder impuls van Kamiel Top, met de steun van de klasleraar Karel Jonckheere. Ook latere schrijvers als Roger Pieters en Carlos Braet debuteerden hier.</p>
",Nederlands,remarks
570d9f88-cafb-5a8c-8f54-de7f7ecd8d90,tg:lhdc:685,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
496f06b9-1df2-5295-93af-2810f523aacd,tg:lhdc:831,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
