card,order,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,ResourceID,brocade.id,adm.inv,Plaatsingsnummer,adm.acquiredVia,Source Note,Warehouse Location (begin),Warehouse Location (end)
e22_Items,1,lhdc,tg:lhdc:4716_#1,isad:lh:182250,a37798ab-ae19-5b8f-abaa-d5712e1ecac2,R134 / 4076,a37798ab-ae19-5b8f-abaa-d5712e1ecac2,tg:lhdc:4716_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1130_#1,isad:lh:174425,d6fb8440-2ebe-5aca-9f13-61a09a79e3eb,R 134 / 602,d6fb8440-2ebe-5aca-9f13-61a09a79e3eb,tg:lhdc:1130_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3750_#1,isad:lh:179322,043d8594-433e-5706-832e-051566019633,R 134 / 3132,043d8594-433e-5706-832e-051566019633,tg:lhdc:3750_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:598_#1,isad:lh:174018,78bebb2d-727e-551c-8d21-499ad27a2f6a,R 134 / 141,78bebb2d-727e-551c-8d21-499ad27a2f6a,tg:lhdc:598_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1048_#1,isad:lh:174441,28544482-542b-5504-a0f5-1b7385b8c5cf,R 134 / 526,28544482-542b-5504-a0f5-1b7385b8c5cf,tg:lhdc:1048_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3628_#1,isad:lh:179319,0f3b1a2a-0e88-58dd-895d-5bc5857a5e48,R 134 / 3010,0f3b1a2a-0e88-58dd-895d-5bc5857a5e48,tg:lhdc:3628_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2322_#1,isad:lh:173688,dd45d804-4e3f-5eb1-905a-09566d67e9e8,R 134 / 1719,dd45d804-4e3f-5eb1-905a-09566d67e9e8,tg:lhdc:2322_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3740_#1,isad:lh:179322,771a836f-6712-533d-892b-d62b2192024b,R 134 / 3122,771a836f-6712-533d-892b-d62b2192024b,tg:lhdc:3740_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4706_#1,isad:lh:182250,12059ee1-bb9a-576a-a44e-a92ad9793f27,R134 / 4066,12059ee1-bb9a-576a-a44e-a92ad9793f27,tg:lhdc:4706_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1120_#1,isad:lh:174440,fbc307f1-24a7-524b-93f0-eb6a45b0cda7,R 134 / 592,fbc307f1-24a7-524b-93f0-eb6a45b0cda7,tg:lhdc:1120_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3638_#1,isad:lh:179319,22aa8107-13d0-5595-a57a-b5edf5744a23,R 134 / 3020,22aa8107-13d0-5595-a57a-b5edf5744a23,tg:lhdc:3638_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:21_#1,,9d525e3a-769d-51b3-825d-7b620210bb1d,,9d525e3a-769d-51b3-825d-7b620210bb1d,tg:lhdc:21_#1,225272/2916,"AV.38.5.40bis.35 (LK VIII,10)",,,,
e22_Items,1,lhdc,tg:lhdc:2332_#1,isad:lh:178527,676a11c7-a1f7-54c4-959e-8e5e35e3e667,R 134 / 1729,676a11c7-a1f7-54c4-959e-8e5e35e3e667,tg:lhdc:2332_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:588_#1,isad:lh:174018,ec5d078f-f97f-53c1-a755-cd366e32a31b,R 134 / 130,ec5d078f-f97f-53c1-a755-cd366e32a31b,tg:lhdc:588_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1058_#1,isad:lh:174437,ece62445-857f-5e37-ad7a-5794586cea53,R 134 / 536,ece62445-857f-5e37-ad7a-5794586cea53,tg:lhdc:1058_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4143_#1,isad:lh:179649,a2571af2-f166-5499-8f1c-c3a12d729a35,R 134 / 3521,a2571af2-f166-5499-8f1c-c3a12d729a35,tg:lhdc:4143_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1765_#1,isad:lh:174446,20a1c9a1-d9ff-5b7f-8fef-2f96d7417eb0,R 134 / 1186,20a1c9a1-d9ff-5b7f-8fef-2f96d7417eb0,tg:lhdc:1765_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3105_#1,isad:lh:179109,f5038c55-7b85-5c68-a116-c272b77f1e1b,R 134 / 2494,f5038c55-7b85-5c68-a116-c272b77f1e1b,tg:lhdc:3105_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2577_#1,isad:lh:178753,fb13f705-6a59-5d4a-af4f-316685a65493,R 134 / 1974,fb13f705-6a59-5d4a-af4f-316685a65493,tg:lhdc:2577_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3115_#1,isad:lh:179109,410daec2-a62d-5661-9a3a-9a1b4ce62ef5,R 134 / 2504,410daec2-a62d-5661-9a3a-9a1b4ce62ef5,tg:lhdc:3115_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4153_#1,isad:lh:179667,027cddaf-168e-5fba-a2d2-75a4b12e5f90,R 134 / 3531,027cddaf-168e-5fba-a2d2-75a4b12e5f90,tg:lhdc:4153_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1775_#1,isad:lh:174019,c9e3a410-ab1e-51c3-9a0e-45b9ffc48f32,R 134 / 1196,c9e3a410-ab1e-51c3-9a0e-45b9ffc48f32,tg:lhdc:1775_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2567_#1,isad:lh:175046,da1d7905-8b02-5252-88cf-89cc9c838e23,R 134 / 1964,da1d7905-8b02-5252-88cf-89cc9c838e23,tg:lhdc:2567_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2769_#1,isad:lh:179102,1cf2ac1f-7990-5a13-a29d-35f2fa24111b,R 134 / 2159,1cf2ac1f-7990-5a13-a29d-35f2fa24111b,tg:lhdc:2769_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3263_#1,isad:lh:179112,841184cb-04c1-5c01-95d9-ba8a24d371e7,R 134 / 2649,841184cb-04c1-5c01-95d9-ba8a24d371e7,tg:lhdc:3263_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1403_#1,isad:lh:174437,576c9b04-7130-5482-9826-d751a583c97f,R 134 / 851,576c9b04-7130-5482-9826-d751a583c97f,tg:lhdc:1403_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4225_#1,isad:lh:179655,f4fdd0dd-0f5c-52ee-9f52-bac08cd307bb,R 134 / 3603,f4fdd0dd-0f5c-52ee-9f52-bac08cd307bb,tg:lhdc:4225_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2611_#1,isad:lh:178530,0901a9b5-ed14-5f1a-bca8-31e9dffb80f5,R 134 / 2008,0901a9b5-ed14-5f1a-bca8-31e9dffb80f5,tg:lhdc:2611_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:932_#1,isad:lh:174443,9d00cfee-8e01-5ef5-8792-072bdf3491cd,R 134 / 440,9d00cfee-8e01-5ef5-8792-072bdf3491cd,tg:lhdc:932_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1413_#1,isad:lh:174437,3103e92c-2fdd-538f-b973-fdd009bc2fce,R 134 / 861,3103e92c-2fdd-538f-b973-fdd009bc2fce,tg:lhdc:1413_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4235_#1,isad:lh:179645,fced93b4-f3f4-5440-9dc4-49449a530804,R 134 / 3613,fced93b4-f3f4-5440-9dc4-49449a530804,tg:lhdc:4235_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2779_#1,isad:lh:179102,8d0b7523-4b7a-50e9-8e45-880be11b9672,R 134 / 2169,8d0b7523-4b7a-50e9-8e45-880be11b9672,tg:lhdc:2779_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3273_#1,isad:lh:179112,d856261f-4d19-59cb-938a-ea663583f0a3,R 134 / 2659,d856261f-4d19-59cb-938a-ea663583f0a3,tg:lhdc:3273_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:922_#1,isad:lh:174444,6998acc1-b6f8-5194-886e-6ad894c3097e,R 134 / 433,6998acc1-b6f8-5194-886e-6ad894c3097e,tg:lhdc:922_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2601_#1,isad:lh:174445,a0dc1245-7339-5f14-b4ef-e3012e58696f,R 134 / 1998,a0dc1245-7339-5f14-b4ef-e3012e58696f,tg:lhdc:2601_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3436_#1,isad:lh:179116,37a88861-af9b-5498-a092-862afb43030a,R 134 / 2821,37a88861-af9b-5498-a092-862afb43030a,tg:lhdc:3436_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:786_#1,isad:lh:174443,52e28c4b-21c1-5391-8a42-6ef6630f3541,R 134 / 310,52e28c4b-21c1-5391-8a42-6ef6630f3541,tg:lhdc:786_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1256_#1,isad:lh:174444,67765a2c-ebcd-50aa-b883-c13de4602958,R 134 / 710,67765a2c-ebcd-50aa-b883-c13de4602958,tg:lhdc:1256_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4470_#1,isad:lh:181361,e472b7cc-f0be-53e9-a212-68a05aaf1b90,R 134 / 3847,e472b7cc-f0be-53e9-a212-68a05aaf1b90,tg:lhdc:4470_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2044_#1,isad:lh:174020,dda58c27-85b0-5b60-8ae6-42a117e5ba7d,R 134 / 1461,dda58c27-85b0-5b60-8ae6-42a117e5ba7d,tg:lhdc:2044_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4508_#1,isad:lh:181359,997a41a6-8799-5db3-8475-d14a17b30812,R 134 / 3886,997a41a6-8799-5db3-8475-d14a17b30812,tg:lhdc:4508_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:796_#1,isad:lh:174429,c7acda2c-c8cd-5728-ad4e-bf9d30ae3e28,R 134 / 319,c7acda2c-c8cd-5728-ad4e-bf9d30ae3e28,tg:lhdc:796_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1246_#1,isad:lh:174437,867840af-8241-5f81-bb79-21dc869a2f8c,R 134 / 700,867840af-8241-5f81-bb79-21dc869a2f8c,tg:lhdc:1246_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4460_#1,isad:lh:181055,48d1ef43-315c-5f5d-a7e8-f5ad28d6c2b0,R 134 / 3837,48d1ef43-315c-5f5d-a7e8-f5ad28d6c2b0,tg:lhdc:4460_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3426_#1,isad:lh:179116,b3d96587-eee0-5361-abdc-8de2c55e9506,R 134 / 2811,b3d96587-eee0-5361-abdc-8de2c55e9506,tg:lhdc:3426_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:4518_#1,isad:lh:181359,b33f15d0-e6f3-5c24-afc3-73673b6c9da3,R 134 / 3896,b33f15d0-e6f3-5c24-afc3-73673b6c9da3,tg:lhdc:4518_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2054_#1,isad:lh:174020,c4250f99-b603-5908-8636-82f0f12ff43c,R 134 / 1471,c4250f99-b603-5908-8636-82f0f12ff43c,tg:lhdc:2054_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2185_#1,isad:lh:174016,6957fdc9-11f3-5c2e-a422-6c8650f43abe,R 134 / 1596,6957fdc9-11f3-5c2e-a422-6c8650f43abe,tg:lhdc:2185_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:647_#1,isad:lh:174047,462d972d-b8a8-5cb3-bbee-8c1b768760e6,R 134 / 182,462d972d-b8a8-5cb3-bbee-8c1b768760e6,tg:lhdc:647_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2964_#1,isad:lh:179106,64495c55-885b-5d80-9239-2f01cc823819,R 134 / 2353,64495c55-885b-5d80-9239-2f01cc823819,tg:lhdc:2964_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1397_#1,isad:lh:174018,b509df4f-7162-5c60-923e-29560ca97b8d,R 134 / 845,b509df4f-7162-5c60-923e-29560ca97b8d,tg:lhdc:1397_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2195_#1,isad:lh:174016,2cef5fc2-cfe8-53a4-b4c4-1de98c56501d,R 134 / 1606,2cef5fc2-cfe8-53a4-b4c4-1de98c56501d,tg:lhdc:2195_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:2974_#1,isad:lh:179106,6455f235-0009-564d-ab38-2e0547ece1c5,R 134 / 2363,6455f235-0009-564d-ab38-2e0547ece1c5,tg:lhdc:2974_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:657_#1,isad:lh:174425,a22a6633-29d6-5814-a19d-215b655de8db,R 134 / 189,a22a6633-29d6-5814-a19d-215b655de8db,tg:lhdc:657_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1387_#1,isad:lh:174438,22b9ef73-41f1-5801-8e42-1d4b700973f3,R 134 / 837,22b9ef73-41f1-5801-8e42-1d4b700973f3,tg:lhdc:1387_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1810_#1,isad:lh:174446,4bd77582-80c2-57a8-996e-37973bea63ac,R 134 / 1229,4bd77582-80c2-57a8-996e-37973bea63ac,tg:lhdc:1810_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:459_#1,isad:lh:174020,f02a7018-0e8b-5b9b-9af6-8fba693e4116,R 134 / 7,f02a7018-0e8b-5b9b-9af6-8fba693e4116,tg:lhdc:459_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1189_#1,isad:lh:174442,ee2bf1e4-0978-51d9-844a-09d24eabe8fa,R 134 / 656,ee2bf1e4-0978-51d9-844a-09d24eabe8fa,tg:lhdc:1189_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1968_#1,isad:lh:178528,aa272efd-be39-59f2-a013-3b794dc66ff4,R 134 / 1386,aa272efd-be39-59f2-a013-3b794dc66ff4,tg:lhdc:1968_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:3691_#1,isad:lh:179320,5f9ab0ac-64e6-52c7-a497-c9d260bd3b21,R 134 / 3073,5f9ab0ac-64e6-52c7-a497-c9d260bd3b21,tg:lhdc:3691_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:521_#1,isad:lh:174047,c5356a21-4c36-5bb3-8a4c-e46d566110ed,R 134 / 69,c5356a21-4c36-5bb3-8a4c-e46d566110ed,tg:lhdc:521_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:449_#1,isad:lh:150353,cf5b8d74-3704-5654-bfe1-59ffcfc8417d,W 213 / 374,cf5b8d74-3704-5654-bfe1-59ffcfc8417d,tg:lhdc:449_#1,,,tr:lh:140219,,,
e22_Items,1,lhdc,tg:lhdc:1199_#1,isad:lh:175069,ba234d57-0a20-59b2-8634-65233eb84c24,R 134 / 665,ba234d57-0a20-59b2-8634-65233eb84c24,tg:lhdc:1199_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:1800_#1,isad:lh:174016,5ddaecac-061e-5a6b-98bf-a77f90f5e0a4,R 134 / 1219,5ddaecac-061e-5a6b-98bf-a77f90f5e0a4,tg:lhdc:1800_#1,,,,,,
e22_Items,1,lhdc,tg:lhdc:531_#1,isad:lh:174324,ac2692c1-bcb9-555c-a833-b6a88a58d287,,ac2692c1-bcb9-555c-a833-b6a88a58d287,tg:lhdc:531_#1,109027,R 134 /,,,,
