ResourceID,brocade.id,card,order,Mark Text,Mark Type,Mark Language
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Marks,2,Van boven naar beneden:_ Antwerpen / Reinaert De Vos,signatures (names),Nederlands
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Marks,1,"Rechtsboven met potlood: __Lia Lee_ / _Baker_ / een _non_ / een kwezel_

rechtsonder met balpen: _ 6 mantels_",signatures (names),Nederlands
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,Marks,2,"Rechtsonder de afbeelding met balpen: _Old Gobbo_

rechtsonder: _Re. Bertal_",signatures (names),Nederlands
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,Marks,1,"Linksonder met potlood: _L.Sebregts._

op de achterkant van het blad:_""""La Chapelle de la Misericorde"""" / (le Mendiant,
le singe)_",signatures (names),Nederlands
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Marks,1,"Linksonder met potlood: _L. Sebregts_

op de achterkant van het blad:_La Terre et les Hommes / (la Terre)",signatures (names),Nederlands
0946f068-5ab0-5558-bd03-4f927fba0f5e,tg:lhaq:8706,Marks,1,"Boven in het midden met balpen: _II - V_

links onder met inkt: _De Knecht van twee Meesters van Goldoni_

_Decor Lode Sebregts Beggaardestraat 8_

_Antwerpen_",signatures (names),Nederlands
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Marks,1,"Onder, met potlood-_""""De vogel in de kunst.""""_

boven links-_""""P.Joostens""""_",signatures (names),Nederlands
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,Marks,1,"Links boven met potlood: _Les mouchoirs - scenario R. Avermate Muziek Renier
V. d. Velde. Kostums Mij Merten_

naar rechts: _Peter en de Wolf van Prokofiev_",signatures (names),Nederlands
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,Marks,1,"Op de achterzijde staat in potlood geschreven: _St Niklaaskerk Gent_  
",signatures (names),Nederlands
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,Marks,2,"Op de achterzijde jaarvermelding : _1943_  
",signatures (names),Nederlands
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,Marks,1,"Boven met potlood: _De Soldaat_ / masson

rechtsonder naast de afbeelding: _L. Sebregts_",signatures (names),Nederlands
2a009e82-1442-52f3-bdde-255bd25a5b29,tg:lhaq:5122,Marks,1,Links onder: _JB,signatures (names),Nederlands
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,Marks,1,"Links onderaan monogram kunstenaar : _SW_
",signatures (names),Nederlands
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,Marks,2,"Links onderaan jaartalvermelding : 2016  
",signatures (names),Nederlands
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Marks,1,Rechtsboven met potlood: _Joffer_,signatures (names),Nederlands
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Marks,1,"Rechts naast de afbeelding met potlood: _Lady Macbeth_

rechtsonder: _L Sebregts_

op de achter kant van het blad met potlood: _privé bezit L. Sebregts_",signatures (names),Nederlands
