ResourceID,brocade.id,card,order,source_field,source_code,Language
c5db2aef-7be7-5a21-9146-0c4b9cde508c,tg:lhdc:3721,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
294454d0-be4b-54ae-92e9-6da58a5fdd5f,tg:lhdc:2833,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a043845f-7554-5ff0-9205-b645bb32caed,tg:lhdc:729,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
17f2318d-1e2a-5593-8b6f-17e0cdf17fd3,tg:lhdc:3371,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f90aee64-fa2e-5c5e-beca-16af546e9bdf,tg:lhdc:683,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
456fc8e4-524f-59bb-a7be-d14de36f2633,tg:lhdc:379,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fc51f64c-6faa-5946-b18e-64976edf9643,tg:lhdc:2999,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
adac8886-4115-53ba-a5e9-e97f1cbeecb6,tg:lhdc:2130,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
8e73840d-ac58-587b-b2db-ae1081b28992,tg:lhdc:2560,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b6e13194-eff2-58b9-a59e-60cfe66a3091,tg:lhdc:2075,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
181ceed4-eaff-5bd2-b8e4-36ec55a0c248,tg:lhdc:2425,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
1c32b364-f7f8-5d9c-924e-ed3e8a2ec4c9,tg:lhdc:3664,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b0927ea5-92c6-5720-af4d-1332e48ba275,tg:lhdc:1659,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
06bdc7b2-8cfb-5a0e-8e63-bc517d7574b9,tg:lhdc:2976,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b7413771-a7fa-596e-a06c-03d3ae9a0146,tg:lhdc:396,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
93ffcee9-3198-5991-8a1f-f4bd6de1aca1,tg:lhdc:3234,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fe4bd5d8-bcac-5756-b7f4-5c0b5cc0308a,tg:lhdc:1209,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
54b55676-f60f-5f9d-abfd-fc6ab28fa0dd,tg:lhdc:1823,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a0bfd496-bdb9-5974-ba6e-4efdac4a96c7,tg:lhdc:1989,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
1f6e8fbd-93f1-5fd9-9d8e-029293aa8c69,tg:lhdc:4322,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
194273e5-dce2-55d6-9225-a1a39c7683c4,tg:lhdc:1120,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4968b442-83f7-5ac9-8739-78a9594fbb21,tg:lhdc:545,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e82a4066-c13b-5c1e-a89a-f242d880158f,tg:lhdc:1570,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
69b18b18-bbe4-5c3f-8fce-82f5a18111df,tg:lhdc:4288,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
9260ac3a-493b-5c96-8e8b-2c088046afcd,tg:lhdc:3058,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
918e407c-5088-545f-9600-7455a2ad5ade,tg:lhdc:4267,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a4f839b8-c912-557b-91e8-49e0629b7ca8,tg:lhdc:1435,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
c73efc8c-499e-5620-9f16-d42150dabc4f,tg:lhdc:3408,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
14f597ea-cc38-5294-ac90-c97e8f7570c6,tg:lhdc:4637,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,tg:lhdc:400,Languages,1,kenmerken.lhlanguagehs,fre,French (language)
1c069000-f37d-58f1-9832-62d2d4955dc6,tg:lhdc:1966,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,tg:lhdc:2649,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
863f5eca-b4fe-5ff0-9545-a487d5b19de6,tg:lhdc:953,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2efcd247-0093-5f43-a4c1-a70f6ed1403e,tg:lhdc:2219,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
697fed17-e5ee-59ed-b9eb-5126ec80b459,tg:lhdc:2537,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d1575020-0721-5685-a972-e30c2476f8a8,tg:lhdc:2167,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
41d14d41-dfc1-54f9-8a08-852c1805028e,tg:lhdc:4119,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e9a999da-a1c8-5133-a100-77b0a816dae8,tg:lhdc:3326,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
c57e010f-886e-58a7-b3b0-b053513b9962,tg:lhdc:4549,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
62c249f2-b9a7-597a-ac55-22637354dd16,tg:lhdc:3776,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,tg:lhdc:2864,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
427907aa-7f3e-50f7-9387-3e29bd48c71a,tg:lhdc:284,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
308a4123-ad05-5ab6-93fe-1353f2e949eb,tg:lhdc:3263,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f5ee3ee2-4185-5e70-9efb-437c54abf769,tg:lhdc:791,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2a28e1e7-f916-57ad-835d-e2681ece6f46,tg:lhdc:3799,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
5af84b01-84cf-512e-8360-b9f5c161be29,tg:lhdc:3633,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d3d42335-5419-56f6-82d0-fead9c7db9a2,tg:lhdc:2921,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7e3aa133-adc9-5928-96d0-ef4322952dcd,tg:lhdc:2472,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
53608659-e49e-5b3e-8a69-c959b86de8bf,tg:lhdc:2188,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,tg:lhdc:2022,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,tg:lhdc:1527,Languages,1,kenmerken.lhlanguagehs,fre,French (language)
2ae68211-f898-5a98-a0c7-4596b2e5e799,tg:lhdc:4725,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
c97309fe-5445-5e17-8c69-b7c249d559c0,tg:lhdc:512,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,tg:lhdc:1177,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fd6a995a-8b02-5ecf-87f3-10974aba08a3,tg:lhdc:4375,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
15405e4c-0613-5379-af4d-8bcb245b1c8a,tg:lhdc:142,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,tg:lhdc:1874,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,tg:lhdc:3849,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,tg:lhdc:841,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,tg:lhdc:904,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2324bbd5-3433-55df-9713-5931879675f6,tg:lhdc:1931,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7a236080-d149-5045-bf11-24e87628ea34,tg:lhdc:1198,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,tg:lhdc:457,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,tg:lhdc:1462,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d9a3fbc3-524c-51d2-a037-db5ce99c299c,tg:lhdc:4230,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
76f339aa-e986-5227-95ea-6a1b1b9afa6f,tg:lhdc:1032,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2a606f69-d1f0-50b8-8f44-7086fdfb5192,tg:lhdc:292,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
80d6f87d-e838-5448-b6f1-cc48d28d04f5,tg:lhdc:2872,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a275029b-8133-537e-8cf4-eec2b9bff617,tg:lhdc:3760,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2c6e4fe2-1a4b-5e64-905b-ca654edb08fa,tg:lhdc:3330,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2f494987-7310-568e-b620-d6b4d2bfb7fa,tg:lhdc:338,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,tg:lhdc:2171,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ca9b5c93-8ce4-550f-8c09-22d56abc223e,tg:lhdc:2521,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e7d5d05e-c2e7-5788-8d5f-8074496c459f,tg:lhdc:2034,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
62879df3-5777-52c4-b56a-eefef50480f9,tg:lhdc:2464,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2a8c976d-5439-598e-978b-f02bb2d11b54,tg:lhdc:2937,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
dff5c934-9eca-572d-b5d7-b46e29aacc17,tg:lhdc:1618,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ca91bb30-6d4b-5ae8-982c-557acc359cfb,tg:lhdc:3625,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f85047cf-84c8-58df-9167-0cdac55121f7,tg:lhdc:1248,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
27b911d1-ab6c-5e49-a369-4bc4769d6727,tg:lhdc:3275,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b997435e-62cc-5f78-baaf-1526e68c9478,tg:lhdc:857,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ba5b3e21-a818-5464-815b-f1874a29b8f0,tg:lhdc:1862,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ed710aa8-196f-5215-a035-49468657b8cb,tg:lhdc:4363,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
9fbff7be-a461-57b3-a0f5-beacf26b76b4,tg:lhdc:1161,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
179d85af-50ce-5d48-b676-999ca023f8e9,tg:lhdc:4699,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
6049397f-d8a8-5c79-a640-e4590b398017,tg:lhdc:4733,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
037ffa4d-fe02-5ba0-8aeb-f190b2c31535,tg:lhdc:1531,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d2684231-76e1-5886-8660-463325a8c653,tg:lhdc:3019,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
bfec356d-6f37-5aa6-8c4f-ea5da8386797,tg:lhdc:1024,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a9f4e66d-d990-565f-b604-560131830efb,tg:lhdc:4226,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
1ef01ce3-7ae8-5606-889a-e1dc70d66f34,tg:lhdc:3449,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f8105ba0-088b-5472-8b11-635e501e74c3,tg:lhdc:1474,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
18b00813-7261-5cd6-8d04-d9cb327411af,tg:lhdc:441,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a02b6943-8df7-5e97-90c1-7afeac5de211,tg:lhdc:4676,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b40f15c0-17fb-557f-98ea-dfbe92b7bacb,tg:lhdc:2608,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
75f98b46-4522-59ae-9e2a-be215e5bde01,tg:lhdc:1927,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
07d9e5eb-6851-525f-8fa4-9a8254a2fd25,tg:lhdc:912,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
56e12851-ea38-531f-ae17-08e5758cbddb,tg:lhdc:2576,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
de34f87d-daf6-53a7-bb22-5fc26fa2a81e,tg:lhdc:2126,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
aba12009-3a87-5a74-b101-2717a200eadc,tg:lhdc:4158,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a19a07eb-f891-57f4-b998-3850049f02d2,tg:lhdc:695,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
83054fbe-0321-53f7-b649-35a2e300c796,tg:lhdc:3367,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
68b1d12e-fad3-5f84-9681-c66421388d30,tg:lhdc:4508,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
02172a71-7cdd-5b69-a592-b83854ede9c0,tg:lhdc:2825,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ecaba128-89bc-5a93-b254-ce1e93ab90d5,tg:lhdc:3737,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
747aede5-a641-5025-afcc-e2cc4a57ee2d,tg:lhdc:3222,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
8e6b849e-3f30-5a18-8740-8de7506364ba,tg:lhdc:2960,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e56a3e7b-1ebe-55f6-b47d-abef133b36ab,tg:lhdc:3672,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
9fa4c633-9f5d-5103-8d90-72fb3e15b92d,tg:lhdc:3388,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
32aa85ce-41de-5bb9-9c62-c63266ebe747,tg:lhdc:2433,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
99e60c17-fc74-5ecc-8403-3926d7ced5e9,tg:lhdc:2063,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a4ecfac4-ebaf-55c0-8ba6-301a80232283,tg:lhdc:2599,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b288a146-7114-5039-9349-05b10c59c9fd,tg:lhdc:1566,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
c26dbc00-83e5-537f-be4b-d847d92805a3,tg:lhdc:1136,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
0a89a144-65f4-5f84-939b-d848fe8b5779,tg:lhdc:103,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ea881643-b417-5baf-96a9-b1e0ee45c9fa,tg:lhdc:4334,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
5a229a07-ae44-5ec2-ab1e-fdce1185c35f,tg:lhdc:3808,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e19eafae-a7db-5efd-9216-4cb0afe64347,tg:lhdc:1835,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
1acf3579-1d42-5dc9-88d0-479de70d640a,tg:lhdc:800,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,tg:lhdc:1970,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,Languages,1,kenmerken.lhlanguagehs,fre,French (language)
0287ca4c-165d-513b-93dd-e8e94f0d9bfb,tg:lhdc:4621,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4e1f0d18-9b7c-58d4-9e71-4cd3707d6666,tg:lhdc:1423,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f7f34ab2-41ef-5edb-9498-e70a37731b6f,tg:lhdc:4271,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
60094b58-4635-5e9c-8211-502c4ea05999,tg:lhdc:1589,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2335df0b-18a8-5231-8800-02139f23b44a,tg:lhdc:1264,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4052a49e-23b3-57b8-a80c-be404bcabb3e,tg:lhdc:3259,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
