ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
964cb231-4473-53bd-8ad5-9c89d5473a65,tg:lhph:20300_#1,e22_Archives,1,isad:lh:94873,"dlod={""name"":""Negatievenarchief"",""ark"":""ark:/24970/x0/721b4d59-dd7f-5831-9f2d-9d59b0bc11d4"",""uri"":""/repositories/11/archival_objects/227180"",""id"":""isad:lh:94873"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Manteau"",""resourceArk"":""ark:/24970/x0/c37b41aa-d004-5682-8c4c-75adeca22368"",""resourceURI"":""/repositories/11/resources/2923"",""resourceID"":""isad:lh:940"",""capacity"":""Negatievenarchief"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/721b4d59-dd7f-5831-9f2d-9d59b0bc11d4
95172794-6ea6-5f7e-a577-f0b51449548c,tg:lhph:1130_#1,e22_Archives,1,isad:lh:184291,,
d1be0b09-38ab-5f25-a48a-10a89c7db963,tg:lhph:37147_#1,e22_Archives,1,isad:lh:95309,"dlod={""name"":""Negatieven van foto's door Marcel de Backer"",""ark"":""ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c"",""uri"":""/repositories/11/archival_objects/176549"",""id"":""isad:lh:95309"",""nameWithContext"":[""Werkstukken"",""Foto's""],""resourceName"":""Archief van Marcel de Backer"",""resourceArk"":""ark:/24970/x0/0a3ae1ff-5eda-5bf2-a857-65be1d758ff6"",""resourceURI"":""/repositories/11/resources/2284"",""resourceID"":""isad:lh:95306"",""capacity"":""Negatieven van foto's door Marcel de Backer"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c
d133ae57-430f-55d0-9048-e735f4ebc7a4,tg:lhph:9285_#1,e22_Archives,1,isad:lh:94057,"dlod={""name"":""Negatieven van foto's door Edgar Barbaix"",""ark"":""ark:/24970/x0/e455dbdf-8267-5c7a-8b23-896f3a68a371"",""uri"":""/repositories/11/archival_objects/261069"",""id"":""isad:lh:94057"",""nameWithContext"":[""Werkstukken"",""Foto's""],""resourceName"":""Archiefstukken van Edgar Barbaix"",""resourceArk"":""ark:/24970/x0/5ce68c47-cbc8-5d4a-a998-26fc47952300"",""resourceURI"":""/repositories/11/resources/3373"",""resourceID"":""isad:lh:93062"",""capacity"":""Negatieven van foto's door Edgar Barbaix"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e455dbdf-8267-5c7a-8b23-896f3a68a371
52bae1dd-a4bf-5460-aa52-11f256069341,tg:lhph:35727_#1,e22_Archives,1,isad:lh:93041,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/85c01d54-cbd9-54d4-a841-057c46c74ff2"",""uri"":""/repositories/11/archival_objects/313837"",""id"":""isad:lh:93041"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Marcel Stijns"",""resourceArk"":""ark:/24970/x0/72f26c0a-efd7-5670-9028-7d957230552d"",""resourceURI"":""/repositories/11/resources/3911"",""resourceID"":""isad:lh:83"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/85c01d54-cbd9-54d4-a841-057c46c74ff2
fbd24ed5-5057-53c6-bf01-ac80eae4ca2a,tg:lhph:27346_#1,e22_Archives,1,isad:lh:93183,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/1e86cb24-9b11-5f98-8934-bcdbfd64abe0"",""uri"":""/repositories/11/archival_objects/306016"",""id"":""isad:lh:93183"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Lode Baekelmans"",""resourceArk"":""ark:/24970/x0/db630552-a2d4-51d8-bb15-7aa6ca8285da"",""resourceURI"":""/repositories/11/resources/3866"",""resourceID"":""isad:lh:47"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/1e86cb24-9b11-5f98-8934-bcdbfd64abe0
0d38537e-8f18-538f-a658-4bea48f3ffac,tg:lhph:13711_#1,e22_Archives,1,isad:lh:93043,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/f654f5b9-22b8-5d2c-88d0-fff557179bbe"",""uri"":""/repositories/11/archival_objects/310208"",""id"":""isad:lh:93043"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Lode Monteyne"",""resourceArk"":""ark:/24970/x0/bb5a2074-c812-5f44-8703-4a31866258b9"",""resourceURI"":""/repositories/11/resources/3889"",""resourceID"":""isad:lh:715"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/f654f5b9-22b8-5d2c-88d0-fff557179bbe
a9809b02-e454-58bd-b7ab-72c204e63d66,tg:lhph:50383_#1,e22_Archives,1,isad:lh:144959,"dlod={""name"":""Patricia Lasoen"",""ark"":""ark:/24970/x0/0dc9c4cd-dbf2-5bed-b9fe-ca6638c4964b"",""uri"":""/repositories/11/archival_objects/227371"",""id"":""isad:lh:144959"",""nameWithContext"":[""Verzamelingen"",""Foto's"",""Foto's per auteur"",""Z""],""resourceName"":""Archief van Manteau"",""resourceArk"":""ark:/24970/x0/c37b41aa-d004-5682-8c4c-75adeca22368"",""resourceURI"":""/repositories/11/resources/2923"",""resourceID"":""isad:lh:940"",""capacity"":""Patricia Lasoen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/0dc9c4cd-dbf2-5bed-b9fe-ca6638c4964b
5b61b3e7-235f-5376-b1bc-b32712f5f79d,tg:lhph:53970_#1,e22_Archives,1,isad:lh:183099,,
6a7bed98-ed68-5807-91d7-b17521587445,tg:lhph:48237_#1,e22_Archives,1,isad:lh:119760,"dlod={""name"":""Ter Ere Van"",""ark"":""ark:/24970/x0/6af47460-c56f-5a2e-aef1-c16d908ca82b"",""uri"":""/repositories/11/archival_objects/203353"",""id"":""isad:lh:119760"",""nameWithContext"":[""Productiedossiers"",""Seizoenen 1975-1980""],""resourceName"":""Archief van Reizend Volkstheater"",""resourceArk"":""ark:/24970/x0/7150302e-3593-5687-9969-a13dad2405e2"",""resourceURI"":""/repositories/11/resources/2623"",""resourceID"":""isad:lh:92405"",""capacity"":""Ter Ere Van"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6af47460-c56f-5a2e-aef1-c16d908ca82b
