ResourceID,brocade.id,card,order,source_field,Production Time Span Source Note
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19611000
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19500000
8552fda5-f4c2-5a7e-8227-3626a972e7c1,tg:lhph:3721,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19330000
a8cb1dec-0bf6-5695-b15b-645ff687a102,tg:lhph:51041,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19300000
ff50b330-23a5-5a54-be81-c61883a518b0,tg:lhph:2833,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19640000
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19670000
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19550000
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19330611
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19200000
f38c9cdd-2aff-5406-a5fb-831ee705ab9b,tg:lhph:22996,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19300000
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19050000
65e19c5f-74bd-564c-a680-7a88e1099b2d,tg:lhph:47195,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,18970000
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19660000
2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,tg:lhph:16030,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19740000
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19010400
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19660000
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19500000
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19381217
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19180000
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19570000
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19770000
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,ProductionTimeSpanSourceNotes,1,id/date.exposure/so,19780000
b692481a-9b2a-5ad9-9060-eea7c0a4fccd,tg:lhph:32095,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19791109
e719f44a-712c-5df1-a3c0-a1d5f5191ffd,tg:lhph:6523,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19520825
6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,tg:lhph:30102,ProductionTimeSpanSourceNotes,0,id/date.exposure/so,19480000
