ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
ddd7f9ca-ce0d-5ac3-9c61-56c4ed78fb49,tg:lhph:14757_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Op de achterkant staat:</p>
<p><em>Het Zoute, September 1947.</em></p>
","<p>Op de achterkant staat:</p>
<p><em>Het Zoute, September 1947.</em></p>
",Nederlands,remarks
e28d348d-01fe-5007-87d4-dbfdc30dba55,tg:lhph:4716_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Op karton gekleefd.</p>
<p>Ook een versie in broche (ovaal) ph 42228bis, in aparte farde ter bescherming.</p>
","<p>Op karton gekleefd.</p>
<p>Ook een versie in broche (ovaal) ph 42228bis, in aparte farde ter bescherming.</p>
",Nederlands,remarks
964cb231-4473-53bd-8ad5-9c89d5473a65,tg:lhph:20300_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Negatievenarchief uitgeverij Manteau</p>
","<p>Negatievenarchief uitgeverij Manteau</p>
",Nederlands,remarks
32b022ad-f8f1-53e4-a8f7-44dc20908f95,tg:lhph:30898_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Gebruikt als postkaart. Deel van een reeks binnenopnames van het huis aan de Minderbroederstraat 22; fotograaf mogelijk Frans Gittens zelf.</p>
","<p>Gebruikt als postkaart. Deel van een reeks binnenopnames van het huis aan de Minderbroederstraat 22; fotograaf mogelijk Frans Gittens zelf.</p>
",Nederlands,remarks
81b1b56b-98bb-57e7-8c86-b173a611cb88,tg:lhph:10399_#3,e22_AnnotationsMaterial,1,note.lhalg,"<p>(1) &quot;Aan den Vriend Verbeeck als herinnering aan de eerste opvoering van<br />
Genesius.&quot;</p>
<p>(2) &quot;Aan den Vriend Fé.&quot;</p>
<p>(3) &quot;Aan den Heer Frans Ooms als herinnering van 1903 - 1909. Antwerpen, den<br />
19 november 1910. Handgetekend: Louis De Backer.</p>
","<p>(1) &quot;Aan den Vriend Verbeeck als herinnering aan de eerste opvoering van<br />
Genesius.&quot;</p>
<p>(2) &quot;Aan den Vriend Fé.&quot;</p>
<p>(3) &quot;Aan den Heer Frans Ooms als herinnering van 1903 - 1909. Antwerpen, den<br />
19 november 1910. Handgetekend: Louis De Backer.</p>
",Nederlands,remarks
d1be0b09-38ab-5f25-a48a-10a89c7db963,tg:lhph:37147_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Negatievenarchief Marcel de Backer.</p>
","<p>Negatievenarchief Marcel de Backer.</p>
",Nederlands,remarks
44614938-0c74-5e95-ad95-83c129d2bd02,tg:lhph:25526_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Deel van een reeks van 6 portretten door Filip Tas; - witte rand rechts. Stempel 'foto F. Tas' op achterzijde.</p>
","<p>Deel van een reeks van 6 portretten door Filip Tas; - witte rand rechts. Stempel 'foto F. Tas' op achterzijde.</p>
",Nederlands,remarks
d133ae57-430f-55d0-9048-e735f4ebc7a4,tg:lhph:9285_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Negatievenarchief Edgar Barbaix</p>
","<p>Negatievenarchief Edgar Barbaix</p>
",Nederlands,remarks
52bae1dd-a4bf-5460-aa52-11f256069341,tg:lhph:35727_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Ook vermeld 'geboren 1855, overleden te Brussel in 1919'.</p>
<p>'Het Vrije Volk' niet te verwarren met het Nederlandse dagblad.</p>
","<p>Ook vermeld 'geboren 1855, overleden te Brussel in 1919'.</p>
<p>'Het Vrije Volk' niet te verwarren met het Nederlandse dagblad.</p>
",Nederlands,remarks
4ba3e849-d816-55e0-b2a5-dede8e5220f2,tg:lhph:40267_#2,e22_AnnotationsMaterial,1,note.lhalg,"<p>Twee exemplaren als postkaart uitgegeven door 'Kunstanstalt Merkur, Berlin'. Indexfoto.</p>
","<p>Twee exemplaren als postkaart uitgegeven door 'Kunstanstalt Merkur, Berlin'. Indexfoto.</p>
",Nederlands,remarks
8ff39d29-67b2-5e9a-a6db-520fbb23a1ae,tg:lhph:30101_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Op achterkant stempel 'Gefangenenlager Göttingen', annotaties van E. Beliëns: ook in album Delfosse blz.83'.</p>
","<p>Op achterkant stempel 'Gefangenenlager Göttingen', annotaties van E. Beliëns: ook in album Delfosse blz.83'.</p>
",Nederlands,remarks
55c77caa-81ea-5f00-bcbc-e47cec5c2910,tg:lhph:34851_#2,e22_AnnotationsMaterial,1,note.lhalg,"<p>(1) &quot; Aan Mijnheer, Mevrouw en Mejuffrouw Ooms / 25 Maart 1920 / Emile Wambach</p>
<p>(2) &quot; A mon cher Maurice Veremans en Souvenir de mon cher et regrette' papa. /<br />
E. Wambach / 2/5/28. &quot;</p>
<p>(5) &quot; Aan zijnen goeden vriend Aug. Matthijs uit al oude genegenheid<br />
aasngeboden. / Emile Wambach / nov. 1912 &quot;</p>
<p>(6) &quot; Aan den Heer Fe Derickx ... uit Quinten Massijs vriendelijk aangeboden.<br />
/ Emile Wambach / 25 Maart 1920 / Jubileum!</p>
","<p>(1) &quot; Aan Mijnheer, Mevrouw en Mejuffrouw Ooms / 25 Maart 1920 / Emile Wambach</p>
<p>(2) &quot; A mon cher Maurice Veremans en Souvenir de mon cher et regrette' papa. /<br />
E. Wambach / 2/5/28. &quot;</p>
<p>(5) &quot; Aan zijnen goeden vriend Aug. Matthijs uit al oude genegenheid<br />
aasngeboden. / Emile Wambach / nov. 1912 &quot;</p>
<p>(6) &quot; Aan den Heer Fe Derickx ... uit Quinten Massijs vriendelijk aangeboden.<br />
/ Emile Wambach / 25 Maart 1920 / Jubileum!</p>
",Nederlands,remarks
49be5079-1a07-5941-91f2-054968ce893e,tg:lhph:51414_#2,e22_AnnotationsMaterial,2,adm.note,Bruikleen Vlaamse Gemeenschap - STR10513,Bruikleen Vlaamse Gemeenschap - STR10513,Nederlands,remarks
