ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,Descriptions,1,id.desc,"Clara Haesaert, het hoofd naar rechts gedraaid. Borststuk.",descriptive note,Nederlands
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,Descriptions,1,id.desc,Pagaddertoren in Gent.,descriptive note,Nederlands
8552fda5-f4c2-5a7e-8227-3626a972e7c1,tg:lhph:3721,Descriptions,1,id.desc,Lode Zielens met kunstschilder Marten Melsen en Emmanuel de Bom te Stabroek,descriptive note,Nederlands
a8cb1dec-0bf6-5695-b15b-645ff687a102,tg:lhph:51041,Descriptions,1,id.desc,"Jan van Nijlen, Eddy de Perron, Jan Greshoff en Franz Hellens in Gistoux.",descriptive note,Nederlands
ff50b330-23a5-5a54-be81-c61883a518b0,tg:lhph:2833,Descriptions,1,id.desc,Maurice Gilliams in de verte voor zich uit starend.,descriptive note,Nederlands
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,Descriptions,1,id.desc,"Roger Raveel poserend aan zijn werk, ten voeten uit.",descriptive note,Nederlands
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,Descriptions,1,id.desc,"Stedelijk Instutuut voor Sierkunsten en Ambachten (SISA).

Frans Dille op schoolfeest collega's.",descriptive note,Nederlands
f90accfd-a381-51aa-a1d4-83618b68b83f,tg:lhph:24141,Descriptions,1,id.desc,"Jan Vanderheyden, portretfoto",descriptive note,Nederlands
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,Descriptions,1,id.desc,"Robert van Passen, borststuk met armen gekruist, buitenopname, naar links gericht.",descriptive note,Nederlands
4c4c99a5-d95e-5ec7-92c2-8931ced9578a,tg:lhph:13232,Descriptions,1,id.desc,"Theodoor Jozef Burton, borststuk.",descriptive note,Nederlands
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,Descriptions,1,id.desc,"Anna Delvigne, als Melisande, in """"Pelleas en Melisande"""" van Claude Debussy.",descriptive note,Nederlands
