ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier
6cbe6e53-ba63-51e2-96e0-c34a636f9858,tg:lhps:20300_#1,e22_ProductionActors,1,1f9197c1-1531-5d9d-8505-4e1bb3fa7213,au::47769,printers (people),"dlod={""name"":""Gust Janssens"",""ark"":""ark:/83110/x0/1f9197c1-1531-5d9d-8505-4e1bb3fa7213"",""uri"":""/agents/corporate_entities/22999"",""id"":""au::47769"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1f9197c1-1531-5d9d-8505-4e1bb3fa7213
919b0029-e652-5f15-a53c-398ec9c884fe,tg:lhps:1130_#1,e22_ProductionActors,1,86a6ec71-6014-5000-a76d-34723b273fe4,au::6501,printers (people),"dlod={""name"":""Excelsior"",""ark"":""ark:/83110/x0/86a6ec71-6014-5000-a76d-34723b273fe4"",""uri"":""/agents/corporate_entities/22344"",""id"":""au::6501"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/86a6ec71-6014-5000-a76d-34723b273fe4
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_ProductionActors,2,86a6ec71-6014-5000-a76d-34723b273fe4,au::6501,printers (people),"dlod={""name"":""Excelsior"",""ark"":""ark:/83110/x0/86a6ec71-6014-5000-a76d-34723b273fe4"",""uri"":""/agents/corporate_entities/22344"",""id"":""au::6501"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/86a6ec71-6014-5000-a76d-34723b273fe4
ff384740-20d2-5164-870b-5c55f36a0b46,tg:lhps:3750_#1,e22_ProductionActors,3,6403601f-4b4c-5f64-8a85-73fb3eb22a92,au::44582,printers (people),"dlod={""name"":""Lloyd"",""ark"":""ark:/83110/x0/6403601f-4b4c-5f64-8a85-73fb3eb22a92"",""uri"":""/agents/corporate_entities/16053"",""id"":""au::44582"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6403601f-4b4c-5f64-8a85-73fb3eb22a92
bb0aba7d-20a2-5209-9e12-f6dcd5d309b9,tg:lhps:13711_#1,e22_ProductionActors,1,86d9a3b9-e33a-51e8-8a01-0f65e6525768,au::47621,printers (people),"dlod={""name"":""De Smedt"",""ark"":""ark:/83110/x0/86d9a3b9-e33a-51e8-8a01-0f65e6525768"",""uri"":""/agents/corporate_entities/24775"",""id"":""au::47621"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/86d9a3b9-e33a-51e8-8a01-0f65e6525768
57db8d10-f240-52c8-94e1-b04405462920,tg:lhps:53970_#1,e22_ProductionActors,1,f4b578de-79bb-5841-a50c-85277d144dfb,au::45842,printers (people),"dlod={""name"":""Desmet-Dhondt"",""ark"":""ark:/83110/x0/f4b578de-79bb-5841-a50c-85277d144dfb"",""uri"":""/agents/corporate_entities/14065"",""id"":""au::45842"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f4b578de-79bb-5841-a50c-85277d144dfb
88af8fea-34d8-5f31-a080-a4003cd206f0,tg:lhps:6176_#1,e22_ProductionActors,1,dd038ae1-b02d-5bbb-84e5-c41cbdb251e8,au::46012,printers (people),"dlod={""name"":""P. Michel"",""ark"":""ark:/83110/x0/dd038ae1-b02d-5bbb-84e5-c41cbdb251e8"",""uri"":""/agents/people/70601"",""id"":""au::46012"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd038ae1-b02d-5bbb-84e5-c41cbdb251e8
d0873409-e171-5936-9fa9-e4dbae4486c6,tg:lhps:10503_#1,e22_ProductionActors,2,75fffb2c-134b-5100-9aa0-f42025c881eb,au::44594,printers (people),"dlod={""name"":""Morjos"",""ark"":""ark:/83110/x0/75fffb2c-134b-5100-9aa0-f42025c881eb"",""uri"":""/agents/corporate_entities/19605"",""id"":""au::44594"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/75fffb2c-134b-5100-9aa0-f42025c881eb
35457f3f-7d98-56b4-adac-899e6ce4d0cd,tg:lhps:47925_#1,e22_ProductionActors,1,0d233bfa-64ca-523b-946d-deae636c4200,au::17209,printers (people),"dlod={""name"":""Snoeck-Ducaju \u0026 Zoon"",""ark"":""ark:/83110/x0/0d233bfa-64ca-523b-946d-deae636c4200"",""uri"":""/agents/corporate_entities/14728"",""id"":""au::17209"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0d233bfa-64ca-523b-946d-deae636c4200
8b22d57e-e3d9-587d-9161-4970e8760faf,tg:lhps:598_#1,e22_ProductionActors,1,1ec7375f-a69e-53bf-a444-ed0570ab3fa3,au::44502,printers (people),"dlod={""name"":""D'Hondt"",""ark"":""ark:/83110/x0/1ec7375f-a69e-53bf-a444-ed0570ab3fa3"",""uri"":""/agents/corporate_entities/18628"",""id"":""au::44502"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1ec7375f-a69e-53bf-a444-ed0570ab3fa3
