ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier
af78f121-3782-5e85-b6ab-b573a281e6d8,tg:lhps:14757,e73_CreationActors,1,3b6812d7-3848-5963-bdba-748febda1d12,au::56678,designers,"dlod={""name"":""Loedwin Schouten"",""ark"":""ark:/83110/x0/3b6812d7-3848-5963-bdba-748febda1d12"",""uri"":""/agents/people/87228"",""id"":""au::56678"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3b6812d7-3848-5963-bdba-748febda1d12
bd19e15b-3444-53af-8240-6291920bbb67,tg:lhps:30898,e73_CreationActors,1,91e196f5-baa1-58fb-8598-415b62210b9f,au::50924,designers,"dlod={""name"":""Willo Gonnissen"",""ark"":""ark:/83110/x0/91e196f5-baa1-58fb-8598-415b62210b9f"",""uri"":""/agents/people/50130"",""id"":""au::50924"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/91e196f5-baa1-58fb-8598-415b62210b9f
da43fb42-b9c8-54a0-acfb-c7e1049bfc60,tg:lhps:9285,e73_CreationActors,1,3004e692-3aae-5eac-9dc4-e7e29686d879,au::45546,designers,"dlod={""name"":""Twin Design"",""ark"":""ark:/83110/x0/3004e692-3aae-5eac-9dc4-e7e29686d879"",""uri"":""/agents/corporate_entities/22676"",""id"":""au::45546"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3004e692-3aae-5eac-9dc4-e7e29686d879
0356dab4-2557-5a6e-b8c4-e69e5cd01cde,tg:lhps:3750,e73_CreationActors,1,062f91bc-7c06-5efd-ae1e-3dce07e66b54,au::48991,designers,"dlod={""name"":""Nicole Rutten"",""ark"":""ark:/83110/x0/062f91bc-7c06-5efd-ae1e-3dce07e66b54"",""uri"":""/agents/people/75782"",""id"":""au::48991"",""nameWithContext"":[""Leonie J. M. Rutten""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/062f91bc-7c06-5efd-ae1e-3dce07e66b54
0356dab4-2557-5a6e-b8c4-e69e5cd01cde,tg:lhps:3750,e73_CreationActors,2,b9735117-aae0-58c0-a847-bf87f23396c0,au::9126,designers,"dlod={""name"":""Herman Houbrechts"",""ark"":""ark:/83110/x0/b9735117-aae0-58c0-a847-bf87f23396c0"",""uri"":""/agents/people/60187"",""id"":""au::9126"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b9735117-aae0-58c0-a847-bf87f23396c0
96efb833-0d9f-58f1-973d-c08c0ffd5c48,tg:lhps:51689,e73_CreationActors,1,1e8f5472-472c-5984-ab8e-ce648e759b89,au::2702,designers,"dlod={""name"":""Michel Bracke"",""ark"":""ark:/83110/x0/1e8f5472-472c-5984-ab8e-ce648e759b89"",""uri"":""/agents/people/93331"",""id"":""au::2702"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1e8f5472-472c-5984-ab8e-ce648e759b89
2da1bc19-9485-59c0-b87d-74d4f17f09de,tg:lhps:30101,e73_CreationActors,1,b567f42d-84ef-55cf-b175-e36e38ce96a2,au::58703,designers,"dlod={""name"":""JosWorld"",""ark"":""ark:/83110/x0/b567f42d-84ef-55cf-b175-e36e38ce96a2"",""uri"":""/agents/corporate_entities/15069"",""id"":""au::58703"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b567f42d-84ef-55cf-b175-e36e38ce96a2
837e150f-1c84-5c52-b6bb-35a312b93317,tg:lhps:10503,e73_CreationActors,1,6fa972fa-b963-5b2c-a60e-16f1dbbfbe79,au::9347,designers,"dlod={""name"":""Frans van Immerseel"",""ark"":""ark:/83110/x0/6fa972fa-b963-5b2c-a60e-16f1dbbfbe79"",""uri"":""/agents/people/81953"",""id"":""au::9347"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6fa972fa-b963-5b2c-a60e-16f1dbbfbe79
f2bcf0d5-7ebb-5fdb-b0ae-7bc43d81003f,tg:lhps:32619,e73_CreationActors,1,276fe29b-cc76-55c2-94e4-18f52edc004c,au::58821,designers,"dlod={""name"":""Maurice Réalier-Dumas"",""ark"":""ark:/83110/x0/276fe29b-cc76-55c2-94e4-18f52edc004c"",""uri"":""/agents/people/82825"",""id"":""au::58821"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/276fe29b-cc76-55c2-94e4-18f52edc004c
715c60c4-464a-5bc9-b9d1-5f12feaaf76e,tg:lhps:36535,e73_CreationActors,1,d109b814-950b-5da4-98eb-1f5c72e8dc5b,au::59223,designers,"dlod={""name"":""Ernst Hodel"",""ark"":""ark:/83110/x0/d109b814-950b-5da4-98eb-1f5c72e8dc5b"",""uri"":""/agents/people/56832"",""id"":""au::59223"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d109b814-950b-5da4-98eb-1f5c72e8dc5b
4a48a4c0-a98b-5d14-8538-b1506121959d,tg:lhps:11009,e73_CreationActors,1,ece32eb4-ee98-5bbf-aac7-a74375d4529c,au::49883,designers,"dlod={""name"":""Sketch \u0026 Gum"",""ark"":""ark:/83110/x0/ece32eb4-ee98-5bbf-aac7-a74375d4529c"",""uri"":""/agents/corporate_entities/25945"",""id"":""au::49883"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ece32eb4-ee98-5bbf-aac7-a74375d4529c
13915fe9-4228-53b0-b671-8daabe9f2524,tg:lhps:21772,e73_CreationActors,1,ac932733-ba72-52f6-8aa5-98664f77601f,au::16835,designers,"dlod={""name"":""Piet Serneels"",""ark"":""ark:/83110/x0/ac932733-ba72-52f6-8aa5-98664f77601f"",""uri"":""/agents/people/51869"",""id"":""au::16835"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ac932733-ba72-52f6-8aa5-98664f77601f
4e5eeab9-5d0b-5ef8-acfb-abc8e426fe75,tg:lhps:3628,e73_CreationActors,1,d4d31fb3-c475-57aa-b116-c98f08266d4f,au::9316,designers,"dlod={""name"":""Paul Ibou"",""ark"":""ark:/83110/x0/d4d31fb3-c475-57aa-b116-c98f08266d4f"",""uri"":""/agents/people/52323"",""id"":""au::9316"",""nameWithContext"":[""Paul Vermeersch""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4d31fb3-c475-57aa-b116-c98f08266d4f
eb035500-a8a1-56aa-8825-0468a8c110a7,tg:lhps:12363,e73_CreationActors,1,92e99442-f379-5ffa-bc91-b4e198385933,au::1916,designers,"dlod={""name"":""Herbert Binneweg"",""ark"":""ark:/83110/x0/92e99442-f379-5ffa-bc91-b4e198385933"",""uri"":""/agents/people/68368"",""id"":""au::1916"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/92e99442-f379-5ffa-bc91-b4e198385933
5c210433-8bfa-5bc4-ad43-4198ff72304a,tg:lhps:11990,e73_CreationActors,1,9722699f-77eb-5280-a856-b3b2abda0b68,au::2510,designers,"dlod={""name"":""Jan Bosschaert"",""ark"":""ark:/83110/x0/9722699f-77eb-5280-a856-b3b2abda0b68"",""uri"":""/agents/people/85017"",""id"":""au::2510"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9722699f-77eb-5280-a856-b3b2abda0b68
