ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Widget,Entity Identifier
8e1b43fd-0985-57be-9cd0-7a2e4317c720,tg:mpmdc:16,OriginalBrocade,3,afa18253-aa01-563f-9f3b-60a6b123fd95,au::109679,keywords,"dlod={""suggest"":[""Cornelius Hackius""],""name"":""Cornelius Hackius"",""ark"":""ark:/83110/x0/afa18253-aa01-563f-9f3b-60a6b123fd95"",""uri"":""/agents/people/60272"",""id"":""au::109679"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/afa18253-aa01-563f-9f3b-60a6b123fd95
8e1b43fd-0985-57be-9cd0-7a2e4317c720,tg:mpmdc:16,OriginalBrocade,4,cd710af1-520a-5f4c-beac-82e8929ab5bd,au::109680,keywords,"dlod={""suggest"":[""Petrus Hackius""],""name"":""Petrus Hackius"",""ark"":""ark:/83110/x0/cd710af1-520a-5f4c-beac-82e8929ab5bd"",""uri"":""/agents/people/77602"",""id"":""au::109680"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cd710af1-520a-5f4c-beac-82e8929ab5bd
20e1bf91-fdc4-5157-8bd1-e006b969f6d9,tg:mpmdc:17,OriginalBrocade,3,afa18253-aa01-563f-9f3b-60a6b123fd95,au::109679,keywords,"dlod={""suggest"":[""Cornelius Hackius""],""name"":""Cornelius Hackius"",""ark"":""ark:/83110/x0/afa18253-aa01-563f-9f3b-60a6b123fd95"",""uri"":""/agents/people/60272"",""id"":""au::109679"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/afa18253-aa01-563f-9f3b-60a6b123fd95
2810c6b7-d599-5a48-a38b-814476bfbf8a,tg:mpmdc:21,OriginalBrocade,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,keywords,"dlod={""suggest"":[""Balthasar II Moretus""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""uri"":""/agents/people/65972"",""id"":""au::106909"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
aec638df-bbfc-566e-88c8-c9a739d097de,tg:mpmdc:11,OriginalBrocade,2,26397003-50b1-5633-8c54-3e667dc155a2,au::109050,keywords,"dlod={""suggest"":[""Joseph Van In \u0026 Compagnie""],""name"":""Joseph Van In \u0026 Compagnie"",""ark"":""ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2"",""uri"":""/agents/corporate_entities/14038"",""id"":""au::109050"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2
e08a7607-2fd3-5489-bd29-86e0c89edc7b,tg:mpmdc:12,OriginalBrocade,2,72b3715d-72fb-52b9-a1f4-ff06c227bb9f,au::109051,keywords,"dlod={""suggest"":[""Giuseppe Rizza""],""name"":""Giuseppe Rizza"",""ark"":""ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f"",""uri"":""/agents/people/54361"",""id"":""au::109051"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f
134b01c5-bdc9-5e66-85e6-7ec1222a0484,tg:mpmdc:24,OriginalBrocade,2,6464c84b-8283-5863-b9b2-40da615d96a8,au::108738,keywords,"dlod={""suggest"":[""Maria Isabella Theresia de Vlieghere""],""name"":""Maria Isabella Theresia de Vlieghere"",""ark"":""ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8"",""uri"":""/agents/people/52461"",""id"":""au::108738"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,OriginalBrocade,2,3b3ecced-821b-50ae-86ee-54d3a815461f,au::108692,keywords,"dlod={""suggest"":[""Anna Maria Moretus""],""name"":""Anna Maria Moretus"",""ark"":""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""uri"":""/agents/people/48597"",""id"":""au::108692"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,OriginalBrocade,3,8b3e9f5c-5b1d-5204-9ca1-801263b51424,au::108977,keywords,"dlod={""suggest"":[""Susanna Clara Moretus""],""name"":""Susanna Clara Moretus"",""ark"":""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""uri"":""/agents/people/86689"",""id"":""au::108977"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,OriginalBrocade,4,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,keywords,"dlod={""suggest"":[""Balthasar III Moretus""],""name"":""Balthasar III Moretus"",""ark"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""uri"":""/agents/people/56093"",""id"":""au::108564"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
