ResourceID,brocade.id,card,order,source_field,source_code,Material
2e6f3398-d238-54c5-9ba6-a3683fbdf689,tg:lhaq:21_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
2e6f3398-d238-54c5-9ba6-a3683fbdf689,tg:lhaq:21_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,aaq,watercolor (paint)
af8e72bc-abcf-5d4d-8eb0-983dc5958ccd,tg:lhaq:8853_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
af8e72bc-abcf-5d4d-8eb0-983dc5958ccd,tg:lhaq:8853_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,ago,gouache (paint)
080156ad-154c-5599-903c-10c1869ca364,tg:lhaq:9022_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,zdv,deck paint
080156ad-154c-5599-903c-10c1869ca364,tg:lhaq:9022_#1,e22_Materials,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
080156ad-154c-5599-903c-10c1869ca364,tg:lhaq:9022_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,ago,gouache (paint)
67b7df23-fea1-5e0f-b8da-aa7f8b8f918a,tg:lhaq:9032_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
67b7df23-fea1-5e0f-b8da-aa7f8b8f918a,tg:lhaq:9032_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,aaq,watercolor (paint)
fff6765a-0157-5677-98a7-736c82f8ddc5,tg:lhaq:8538_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,toi,India ink (ink)
fff6765a-0157-5677-98a7-736c82f8ddc5,tg:lhaq:8538_#1,e22_Materials,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tkr,chalk sticks
fff6765a-0157-5677-98a7-736c82f8ddc5,tg:lhaq:8538_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,aaq,watercolor (paint)
5c4d7254-5ec1-5ef4-9c76-bb49eab66039,tg:lhaq:6846_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
5c4d7254-5ec1-5ef4-9c76-bb49eab66039,tg:lhaq:6846_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,aaq,watercolor (paint)
cf1c21d3-10b9-576c-9324-43829367a984,tg:lhaq:8982_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
cf1c21d3-10b9-576c-9324-43829367a984,tg:lhaq:8982_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,ago,gouache (paint)
644c36d3-ee56-5acc-a3c3-d466fbf97895,tg:lhaq:8992_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
644c36d3-ee56-5acc-a3c3-d466fbf97895,tg:lhaq:8992_#1,e22_Materials,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tin,ink
644c36d3-ee56-5acc-a3c3-d466fbf97895,tg:lhaq:8992_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,aaq,watercolor (paint)
16673786-e4a5-5da6-a6f1-119ac19a27c6,tg:lhaq:8888_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpl,pencils (drawing and writing equipment)
16673786-e4a5-5da6-a6f1-119ac19a27c6,tg:lhaq:8888_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,ago,gouache (paint)
bb0fdf8b-9b06-5263-90c0-a5836ee4cadd,tg:lhaq:8754_#1,e22_Materials,1,kenmerken/lhtechaanvtk.lhtechtaddtk,zaq,watercolor (paint)
bb0fdf8b-9b06-5263-90c0-a5836ee4cadd,tg:lhaq:8754_#1,e22_Materials,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tbp,ball-point pens
bb0fdf8b-9b06-5263-90c0-a5836ee4cadd,tg:lhaq:8754_#1,e22_Materials,1,kenmerken/lhtechbasisaq.lhtechaq,ago,gouache (paint)
