ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
af8e72bc-abcf-5d4d-8eb0-983dc5958ccd,tg:lhaq:8853_#1,e22_AnnotationsMaterial,1,adm.note,De rol van de havenarbeider Lowie werd door de acteur Bernard Verheyden vertolkt.,De rol van de havenarbeider Lowie werd door de acteur Bernard Verheyden vertolkt.,Nederlands,remarks
5c4d7254-5ec1-5ef4-9c76-bb49eab66039,tg:lhaq:6846_#1,e22_AnnotationsMaterial,1,adm.note,"**Publicatie** KNS van Antwerpen, 98ste speeljaar, 1950-1951, eerste stuk van het seizoen; regie: Charles Gilhuys","**Publicatie** KNS van Antwerpen, 98ste speeljaar, 1950-1951, eerste stuk van het seizoen; regie: Charles Gilhuys",Nederlands,remarks
16673786-e4a5-5da6-a6f1-119ac19a27c6,tg:lhaq:8888_#1,e22_AnnotationsMaterial,1,adm.note,De rol van Francesco werd door de acteur Leo Madder vertolkt.,De rol van Francesco werd door de acteur Leo Madder vertolkt.,Nederlands,remarks
91eede34-4c9d-5e8a-bea0-15aee4bbb226,tg:lhaq:9138_#1,e22_AnnotationsMaterial,1,adm.note,"Decorontwerp uit map: ""Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"".","Decorontwerp uit map: ""Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"".",Nederlands,remarks
9fa1d996-569c-56b9-8122-fb63df1190e4,tg:lhaq:9040_#1,e22_AnnotationsMaterial,1,adm.note,"Lode Sebregts ontwierp 20 keer het decor voor de Sinterklaasfeesten van ""Kindervreugd"".","Lode Sebregts ontwierp 20 keer het decor voor de Sinterklaasfeesten van ""Kindervreugd"".",Nederlands,remarks
e9ed828c-ece2-50c0-9536-967c421991b9,tg:lhaq:8695_#1,e22_AnnotationsMaterial,1,adm.note,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,Nederlands,remarks
299deada-5550-57b9-8e0e-7869e5d7b979,tg:lhaq:6879_#1,e22_AnnotationsMaterial,1,adm.note,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.","**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",Nederlands,remarks
71e84cfc-fa0f-5930-bf8d-3dbe60d4be41,tg:lhaq:4372_#1,e22_AnnotationsMaterial,1,adm.note,Opgedragen aan Marina Candael.,Opgedragen aan Marina Candael.,Nederlands,remarks
60f28807-dd32-51ea-b955-c7746c2ffb2c,tg:lhaq:8904_#1,e22_AnnotationsMaterial,1,adm.note,De rol van Hitler werd door de acteur Robert van der Veken vertolkt.,De rol van Hitler werd door de acteur Robert van der Veken vertolkt.,Nederlands,remarks
3bf5b458-e437-5d97-bcbf-4c737e6021f7,tg:lhaq:8966_#1,e22_AnnotationsMaterial,1,adm.note,"De rol van de oom van Dierik, werd door de acteur Marcel Hendrickx vertolkt.","De rol van de oom van Dierik, werd door de acteur Marcel Hendrickx vertolkt.",Nederlands,remarks
