ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier
f9827045-bc4a-57e6-8867-0930424a85d4,tg:lhaq:9279_#1,e22_ProductionActors,2,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100141,publishers,,
a1a1d23e-09af-5c76-942b-57e198ec400e,tg:lhaq:6819_#1,e22_ProductionActors,3,d4af17b4-c11e-5670-be7f-56a7b138e592,au::17676,publishers,"dlod={""name"":""Stichting Oranjehuis"",""ark"":""ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592"",""uri"":""/agents/corporate_entities/16542"",""id"":""au::17676"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592
028bc8bf-7c80-5217-962f-4007b2fe01b2,tg:lhaq:6815_#1,e22_ProductionActors,2,d4af17b4-c11e-5670-be7f-56a7b138e592,au::17676,publishers,"dlod={""name"":""Stichting Oranjehuis"",""ark"":""ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592"",""uri"":""/agents/corporate_entities/16542"",""id"":""au::17676"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592
dd5f001c-e9c9-52c4-a86f-a9bf8bc0b8f4,tg:lhaq:6822_#1,e22_ProductionActors,2,d4af17b4-c11e-5670-be7f-56a7b138e592,au::17676,publishers,"dlod={""name"":""Stichting Oranjehuis"",""ark"":""ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592"",""uri"":""/agents/corporate_entities/16542"",""id"":""au::17676"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592
0f076167-61ba-5bdb-9acd-131a3030ebe9,tg:lhaq:6816_#1,e22_ProductionActors,2,d4af17b4-c11e-5670-be7f-56a7b138e592,au::17676,publishers,"dlod={""name"":""Stichting Oranjehuis"",""ark"":""ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592"",""uri"":""/agents/corporate_entities/16542"",""id"":""au::17676"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592
dce9b3d8-0852-5202-a71a-fc6359c9b7aa,tg:lhaq:2791_#1,e22_ProductionActors,2,ce48e7c4-02a3-55f9-bb1f-cfd77a75e9ac,au::15204,publishers,"dlod={""name"":""Pro Arte"",""ark"":""ark:/83110/x0/ce48e7c4-02a3-55f9-bb1f-cfd77a75e9ac"",""uri"":""/agents/corporate_entities/17670"",""id"":""au::15204"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce48e7c4-02a3-55f9-bb1f-cfd77a75e9ac
6636b4cd-8e12-53e0-a114-2f2bbc12e552,tg:lhaq:6821_#1,e22_ProductionActors,2,d4af17b4-c11e-5670-be7f-56a7b138e592,au::17676,publishers,"dlod={""name"":""Stichting Oranjehuis"",""ark"":""ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592"",""uri"":""/agents/corporate_entities/16542"",""id"":""au::17676"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592
fc4eb6f9-2345-5550-92c9-91e25f2c6868,tg:lhpa:9765_#1,e22_ProductionActors,1,1ab0a8db-28d5-5d3b-bd69-44e5c45c6cf4,au::37255,aantekenaar,"dlod={""name"":""Reimond De Beir"",""ark"":""ark:/83110/x0/1ab0a8db-28d5-5d3b-bd69-44e5c45c6cf4"",""uri"":""/agents/people/61295"",""id"":""au::37255"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1ab0a8db-28d5-5d3b-bd69-44e5c45c6cf4
f3010140-c5ed-543c-8c5c-7f79eaf429c0,tg:lhpr:6820_#3,e22_ProductionActors,2,d4af17b4-c11e-5670-be7f-56a7b138e592,au::17676,publishers,"dlod={""name"":""Stichting Oranjehuis"",""ark"":""ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592"",""uri"":""/agents/corporate_entities/16542"",""id"":""au::17676"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4af17b4-c11e-5670-be7f-56a7b138e592
f81812d7-55a8-51cb-9619-1d1c2a8b0fbe,tg:lhpr:1552_#4,e22_ProductionActors,3,be88d9ad-8fb2-527d-816b-7010a3e89273,au::9739,publishers,"dlod={""name"":""Joe English-Gilde"",""ark"":""ark:/83110/x0/be88d9ad-8fb2-527d-816b-7010a3e89273"",""uri"":""/agents/corporate_entities/20430"",""id"":""au::9739"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/be88d9ad-8fb2-527d-816b-7010a3e89273
cc321aa3-e785-5195-8c77-397bb4a4faec,tg:lhpr:9658_#1,e22_ProductionActors,2,008903ee-a5cb-5995-80ab-1765f38d7a70,au::44777,printers (people),"dlod={""name"":""Ed. van den Bossche"",""ark"":""ark:/83110/x0/008903ee-a5cb-5995-80ab-1765f38d7a70"",""uri"":""/agents/corporate_entities/18023"",""id"":""au::44777"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/008903ee-a5cb-5995-80ab-1765f38d7a70
34252bb8-b017-5f1d-9778-50f2c4b51e09,tg:lhpr:5668_#1,e22_ProductionActors,3,bdc5664c-92b6-5aa9-b02a-d856bb7d4839,au::14891,publishers,"dlod={""name"":""De Ploeg"",""ark"":""ark:/83110/x0/bdc5664c-92b6-5aa9-b02a-d856bb7d4839"",""uri"":""/agents/corporate_entities/26376"",""id"":""au::14891"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bdc5664c-92b6-5aa9-b02a-d856bb7d4839
68181e5d-2821-5d6a-a171-e72f72e33e03,tg:lhpr:1554_#1,e22_ProductionActors,3,be88d9ad-8fb2-527d-816b-7010a3e89273,au::9739,publishers,"dlod={""name"":""Joe English-Gilde"",""ark"":""ark:/83110/x0/be88d9ad-8fb2-527d-816b-7010a3e89273"",""uri"":""/agents/corporate_entities/20430"",""id"":""au::9739"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/be88d9ad-8fb2-527d-816b-7010a3e89273
96f52a13-7b5b-5d19-81a1-da179d190ff5,tg:lhpr:3561_#1,e22_ProductionActors,2,14a2a788-8213-50d1-829e-d139a11fa2d6,au::17474,publishers,"dlod={""name"":""Standaard Uitgeverij"",""ark"":""ark:/83110/x0/14a2a788-8213-50d1-829e-d139a11fa2d6"",""uri"":""/agents/corporate_entities/23777"",""id"":""au::17474"",""nameWithContext"":[""Standaard-Boekhandel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/14a2a788-8213-50d1-829e-d139a11fa2d6
3cb38917-7369-5df1-acfe-17b71d69f41d,tg:lhpr:5233_#1,e22_ProductionActors,2,49c6ae29-3f60-56bd-a7f3-cec0faaa91d2,au::16926,publishers,"dlod={""name"":""De Sikkel"",""ark"":""ark:/83110/x0/49c6ae29-3f60-56bd-a7f3-cec0faaa91d2"",""uri"":""/agents/corporate_entities/23666"",""id"":""au::16926"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/49c6ae29-3f60-56bd-a7f3-cec0faaa91d2
faebadcb-5220-51d0-926a-1b72e199b943,tg:lhpr:4484_#1,e22_ProductionActors,2,fe68d519-1b20-5017-b5d1-7f808c109a79,au::15344,publishers,"dlod={""name"":""Querido"",""ark"":""ark:/83110/x0/fe68d519-1b20-5017-b5d1-7f808c109a79"",""uri"":""/agents/corporate_entities/17853"",""id"":""au::15344"",""nameWithContext"":[""N.V. Em. Querido's Uitgevers-Mij""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fe68d519-1b20-5017-b5d1-7f808c109a79
573e3550-5b0e-5bf0-a452-88e87fed60aa,tg:lhpr:8603_#1,e22_ProductionActors,1,76aa399d-5383-5a3c-a6fc-9c336cf649a8,au::19417,publishers,"dlod={""name"":""Vereeniging van Antwerpsche Etsers"",""ark"":""ark:/83110/x0/76aa399d-5383-5a3c-a6fc-9c336cf649a8"",""uri"":""/agents/corporate_entities/22808"",""id"":""au::19417"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/76aa399d-5383-5a3c-a6fc-9c336cf649a8
7c90ef31-2ef8-5510-8cb0-28316006899a,tg:lhpr:5695_#1,e22_ProductionActors,3,bdc5664c-92b6-5aa9-b02a-d856bb7d4839,au::14891,publishers,"dlod={""name"":""De Ploeg"",""ark"":""ark:/83110/x0/bdc5664c-92b6-5aa9-b02a-d856bb7d4839"",""uri"":""/agents/corporate_entities/26376"",""id"":""au::14891"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bdc5664c-92b6-5aa9-b02a-d856bb7d4839
3dff42c0-1d46-5087-a286-6c199d783932,tg:lhpr:4344_#1,e22_ProductionActors,2,49c6ae29-3f60-56bd-a7f3-cec0faaa91d2,au::16926,publishers,"dlod={""name"":""De Sikkel"",""ark"":""ark:/83110/x0/49c6ae29-3f60-56bd-a7f3-cec0faaa91d2"",""uri"":""/agents/corporate_entities/23666"",""id"":""au::16926"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/49c6ae29-3f60-56bd-a7f3-cec0faaa91d2
fd41bda1-4bc2-5407-a9ee-32219f0492e6,tg:lhpr:4469_#1,e22_ProductionActors,2,fe68d519-1b20-5017-b5d1-7f808c109a79,au::15344,publishers,"dlod={""name"":""Querido"",""ark"":""ark:/83110/x0/fe68d519-1b20-5017-b5d1-7f808c109a79"",""uri"":""/agents/corporate_entities/17853"",""id"":""au::15344"",""nameWithContext"":[""N.V. Em. Querido's Uitgevers-Mij""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fe68d519-1b20-5017-b5d1-7f808c109a79
cd87063f-112e-5bc9-b4a0-95534f7d9ee2,tg:lhpr:10714_#1,e22_ProductionActors,2,07be4b2d-44f2-59f7-86c0-34a9d7493b5d,au::46030,printers (people),"dlod={""name"":""Kotting"",""ark"":""ark:/83110/x0/07be4b2d-44f2-59f7-86c0-34a9d7493b5d"",""uri"":""/agents/corporate_entities/22689"",""id"":""au::46030"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07be4b2d-44f2-59f7-86c0-34a9d7493b5d
