ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Note,Entity Widget,Entity Identifier
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,OriginalBrocade,3,d44f4fcf-809f-550e-8078-721f3619d9ed,au::56781,subjects (content of works),,"dlod={""name"":""Galleria Borgonuovo"",""ark"":""ark:/83110/x0/d44f4fcf-809f-550e-8078-721f3619d9ed"",""uri"":""/agents/corporate_entities/24839"",""id"":""au::56781"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d44f4fcf-809f-550e-8078-721f3619d9ed
90751e79-fac7-5169-8bad-90fea2fb6fd7,tg:lhbr:293334,OriginalBrocade,1,31472cf5-3b9f-5525-9c19-25e9f49e9f80,au::10964,subjects (content of works),,"dlod={""name"":""Hubert Lampo"",""ark"":""ark:/83110/x0/31472cf5-3b9f-5525-9c19-25e9f49e9f80"",""uri"":""/agents/people/78533"",""id"":""au::10964"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/31472cf5-3b9f-5525-9c19-25e9f49e9f80
ff82ccc6-bdcc-5512-a0f1-7ae9c86c210c,tg:lhbr:188487,OriginalBrocade,3,03faf28a-35c9-5ea4-b14d-b49f82710758,au::20821,subjects (content of works),,"dlod={""name"":""Victor E. van Vriesland"",""ark"":""ark:/83110/x0/03faf28a-35c9-5ea4-b14d-b49f82710758"",""uri"":""/agents/people/85233"",""id"":""au::20821"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/03faf28a-35c9-5ea4-b14d-b49f82710758
ff82ccc6-bdcc-5512-a0f1-7ae9c86c210c,tg:lhbr:188487,OriginalBrocade,4,2bcd0e10-65ea-5ecc-a04f-1b2f79bb9d00,au::38693,subjects (content of works),,"dlod={""name"":""Internationale Pen-Club"",""ark"":""ark:/83110/x0/2bcd0e10-65ea-5ecc-a04f-1b2f79bb9d00"",""uri"":""/agents/corporate_entities/15346"",""id"":""au::38693"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2bcd0e10-65ea-5ecc-a04f-1b2f79bb9d00
ff82ccc6-bdcc-5512-a0f1-7ae9c86c210c,tg:lhbr:188487,OriginalBrocade,5,a09a0b4c-3002-5570-9774-50380ad32b17,au::5820,subjects (content of works),,"dlod={""name"":""Nicolaas Donkersloot"",""ark"":""ark:/83110/x0/a09a0b4c-3002-5570-9774-50380ad32b17"",""uri"":""/agents/people/66707"",""id"":""au::5820"",""nameWithContext"":[""Anthonie Donker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a09a0b4c-3002-5570-9774-50380ad32b17
730d437c-a958-5c0f-a1f1-dfb7c0aaf7f2,tg:lhbr:280148,OriginalBrocade,2,d4a9d312-9717-5f9c-bc5e-f7a0e885c7a8,au::52387,subjects (content of works),,"dlod={""name"":""Jan Lecocq"",""ark"":""ark:/83110/x0/d4a9d312-9717-5f9c-bc5e-f7a0e885c7a8"",""uri"":""/agents/people/80883"",""id"":""au::52387"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d4a9d312-9717-5f9c-bc5e-f7a0e885c7a8
215e0818-6538-5eca-8519-2076088bee3f,tg:lhbr:30102,OriginalBrocade,3,4f30d0ed-d51e-51e0-bf09-63713dc04195,au::26046,subjects (content of works),,"dlod={""name"":""Fluviale"",""ark"":""ark:/83110/x0/4f30d0ed-d51e-51e0-bf09-63713dc04195"",""uri"":""/agents/corporate_entities/20782"",""id"":""au::26046"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4f30d0ed-d51e-51e0-bf09-63713dc04195
b82b0755-b25a-5ce4-8bd7-a778fa758720,tg:lhbr:220152,OriginalBrocade,2,ec088980-6865-51bc-953c-71bb468e9977,au::16864,subjects (content of works),,"dlod={""name"":""Michel Seuphor"",""ark"":""ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977"",""uri"":""/agents/people/82517"",""id"":""au::16864"",""nameWithContext"":[""Ferdinand Berckelaers""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977
61310b2b-6ec0-58c6-8a7c-95f4016cfa32,tg:lhbr:28498,OriginalBrocade,3,1f47955c-2a10-593c-9076-85734674c9be,au::13267,subjects (content of works),,"dlod={""name"":""Jozef Muls"",""ark"":""ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be"",""uri"":""/agents/people/62970"",""id"":""au::13267"",""nameWithContext"":[""Ignotus"",""Marcus"",""Titurel"",""P. Verley""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be
61310b2b-6ec0-58c6-8a7c-95f4016cfa32,tg:lhbr:28498,OriginalBrocade,4,5e0ddf1b-dbe2-5fef-b385-8fb96ffeb5c3,au::7939,subjects (content of works),,"dlod={""name"":""Juul Grietens"",""ark"":""ark:/83110/x0/5e0ddf1b-dbe2-5fef-b385-8fb96ffeb5c3"",""uri"":""/agents/people/81265"",""id"":""au::7939"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5e0ddf1b-dbe2-5fef-b385-8fb96ffeb5c3
