ResourceID,brocade.id,card,order,source_field,source_code,Material
a910bf47-9338-565a-a0fa-739407be5464,tg:lhbr:282525,Materials,1,kenmerken.lhschrijfhs,in,ink
91b16930-de8e-55a0-bcfa-b1a417332eff,tg:lhbr:249421,Materials,1,kenmerken.lhschrijfhs,in,ink
6e488d18-5dca-5839-951a-8f7edb07961c,tg:lhbr:234111,Materials,1,kenmerken.lhschrijfhs,in,ink
08b5b18b-fa88-5b47-b703-dd3f90bbdbde,tg:lhbr:262771,Materials,1,kenmerken.lhschrijfhs,in,ink
533c7899-a944-5c32-a6b5-b42e0e17a023,tg:lhbr:280518,Materials,1,kenmerken.lhschrijfhs,in,ink
4dc44433-fdf8-5104-af44-dba143ac1158,tg:lhbr:182570,Materials,1,kenmerken.lhschrijfhs,in,ink
3e039b6a-20d7-535c-98aa-aa5272d027ff,tg:lhbr:217671,Materials,1,kenmerken.lhschrijfhs,in,ink
a6f0cc7f-525c-54ca-8c19-cff781e70aaa,tg:lhbr:212189,Materials,1,kenmerken.lhschrijfhs,bi,ball-point pens
44979b56-311b-5569-8f71-d9104804bcc2,tg:lhbr:199296,Materials,1,kenmerken.lhschrijfhs,in,ink
0468ece6-2199-5325-8741-779497675c16,tg:lhbr:276362,Materials,1,kenmerken.lhschrijfhs,in,ink
f096fb19-867e-5d46-b7aa-c7485789ffc5,tg:lhbr:296136,Materials,1,kenmerken.lhschrijfhs,bi,ball-point pens
d2362082-f4d5-503c-9c00-ee0dad0764b3,tg:lhbr:238831,Materials,1,kenmerken.lhschrijfhs,in,ink
e2c34ed6-9c9e-5d27-a15c-7b7f0bed5293,tg:lhbr:291309,Materials,1,kenmerken.lhschrijfhs,bi,ball-point pens
ef391897-cfd7-571f-a3a3-8a60d3be975b,tg:lhbr:258230,Materials,1,kenmerken.lhschrijfhs,in,ink
90751e79-fac7-5169-8bad-90fea2fb6fd7,tg:lhbr:293334,Materials,1,kenmerken.lhschrijfhs,in,ink
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,Materials,1,kenmerken.lhschrijfhs,in,ink
42883c45-714a-5d2d-b202-7e387214a590,tg:lhbr:269994,Materials,1,kenmerken.lhschrijfhs,bi,ball-point pens
63b36526-6bcb-500b-9a32-f36837625edf,tg:lhbr:225700,Materials,1,kenmerken.lhschrijfhs,in,ink
48143836-c05e-5382-87fa-da81c50257d6,tg:lhbr:273160,Materials,1,kenmerken.lhschrijfhs,in,ink
14cc8cf8-03f4-5900-9cc9-736172f55a21,tg:lhbr:276698,Materials,1,kenmerken.lhschrijfhs,in,ink
f39bc77a-59f9-5373-9aa7-f4375d88873d,tg:lhbr:268686,Materials,1,kenmerken.lhschrijfhs,in,ink
6025ed6d-a163-599e-b34e-7e2dde15114d,tg:lhbr:187772,Materials,1,kenmerken.lhschrijfhs,in,ink
d14e8bae-1df1-592a-8dae-2eee51b19b87,tg:lhbr:244213,Materials,1,kenmerken.lhschrijfhs,in,ink
